## Mon Oct 10 06:54:44 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_ebxwf5mt --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_ebxwf5mt --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_ebxwf5mt/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_136845312.1	1384484.AEQU_0719	1.96e-94	281.0	COG3601@1|root,COG3601@2|Bacteria,2IAX0@201174|Actinobacteria,4CVPZ@84998|Coriobacteriia	84998|Coriobacteriia	U	Mediates riboflavin uptake, may also transport FMN and roseoflavin. Probably a riboflavin-binding protein that interacts with the energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates. The substrates themselves are bound by transmembrane, not extracytoplasmic soluble proteins	-	-	-	-	-	-	-	-	-	-	-	-	ECF_trnsprt
WP_136845313.1	1384484.AEQU_1636	1.49e-90	278.0	COG1636@1|root,COG1636@2|Bacteria,2HUPA@201174|Actinobacteria,4CVA0@84998|Coriobacteriia	84998|Coriobacteriia	C	Catalyzes the conversion of epoxyqueuosine (oQ) to queuosine (Q), which is a hypermodified base found in the wobble positions of tRNA(Asp), tRNA(Asn), tRNA(His) and tRNA(Tyr)	queH	-	1.17.99.6	ko:K09765	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	DUF208
WP_136845314.1	1121866.AUGK01000002_gene1720	5.06e-217	623.0	COG3505@1|root,COG3505@2|Bacteria,2HUH5@201174|Actinobacteria,4CUKW@84998|Coriobacteriia	84998|Coriobacteriia	U	TraM recognition site of TraD and TraG	-	-	-	-	-	-	-	-	-	-	-	-	T4SS-DNA_transf
WP_136845319.1	1235794.C811_00414	2.73e-50	162.0	COG2361@1|root,COG2361@2|Bacteria,2GQBW@201174|Actinobacteria,4CY34@84998|Coriobacteriia	84998|Coriobacteriia	S	Protein of unknown function DUF86	-	-	-	-	-	-	-	-	-	-	-	-	DUF86
WP_136845320.1	1121866.AUGK01000002_gene1715	3.01e-241	676.0	COG0210@1|root,COG0210@2|Bacteria,2IF4X@201174|Actinobacteria	201174|Actinobacteria	L	AAA domain	-	-	-	-	-	-	-	-	-	-	-	-	AAA_19,UvrD_C
WP_136845321.1	1121866.AUGK01000014_gene2113	2.12e-27	105.0	2CE3H@1|root,34AHZ@2|Bacteria,2HV57@201174|Actinobacteria,4CWBW@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_136845322.1	1235794.C811_00899	2.58e-235	650.0	COG2255@1|root,COG2255@2|Bacteria,2GJZF@201174|Actinobacteria,4CUPG@84998|Coriobacteriia	84998|Coriobacteriia	L	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing	ruvB	-	3.6.4.12	ko:K03551	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	RuvB_C,RuvB_N
WP_136845323.1	502558.EGYY_11560	0.0	1125.0	COG1026@1|root,COG1026@2|Bacteria,2HUNV@201174|Actinobacteria,4CV8I@84998|Coriobacteriia	84998|Coriobacteriia	S	Peptidase M16 inactive domain	-	-	-	ko:K06972	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	M16C_assoc,Peptidase_M16,Peptidase_M16_C
WP_136845324.1	1384484.AEQU_0857	5.02e-89	277.0	COG0834@1|root,COG0834@2|Bacteria,2HUVD@201174|Actinobacteria,4CVRV@84998|Coriobacteriia	84998|Coriobacteriia	ET	PFAM Bacterial extracellular solute-binding proteins, family 3	-	-	-	ko:K02030	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	SBP_bac_3
WP_136845325.1	1235794.C811_00345	8.74e-75	235.0	COG1040@1|root,COG1040@2|Bacteria,2HUUT@201174|Actinobacteria,4CVQ0@84998|Coriobacteriia	84998|Coriobacteriia	S	competence protein	-	-	-	-	-	-	-	-	-	-	-	-	Pribosyltran
WP_136845326.1	1384484.AEQU_1269	5.28e-305	843.0	COG0747@1|root,COG0747@2|Bacteria,2GJ4B@201174|Actinobacteria,4CUZB@84998|Coriobacteriia	84998|Coriobacteriia	E	Bacterial extracellular solute-binding proteins, family 5 Middle	-	-	-	ko:K02035,ko:K13889	ko02010,ko02024,map02010,map02024	M00239,M00348	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5,3.A.1.5.11	-	-	SBP_bac_5
WP_136845327.1	1384484.AEQU_1110	4e-75	234.0	COG3303@1|root,COG3303@2|Bacteria,2I6H2@201174|Actinobacteria,4CVQE@84998|Coriobacteriia	84998|Coriobacteriia	C	Cytochrome c3	-	-	-	-	-	-	-	-	-	-	-	-	Cytochrom_c3_2
WP_136845328.1	1384484.AEQU_0555	1.27e-192	546.0	COG3303@1|root,COG3303@2|Bacteria,2IC84@201174|Actinobacteria,4CV6J@84998|Coriobacteriia	84998|Coriobacteriia	C	Catalyzes the reduction of nitrite to ammonia, consuming six electrons in the process	-	-	1.7.2.2	ko:K03385	ko00910,ko01120,ko05132,map00910,map01120,map05132	M00530	R05712	RC00176	ko00000,ko00001,ko00002,ko01000	-	-	-	Cytochrom_C552
WP_136845329.1	1235794.C811_00024	2.25e-19	83.6	COG3043@1|root,COG3043@2|Bacteria,2HVCH@201174|Actinobacteria,4CWNK@84998|Coriobacteriia	84998|Coriobacteriia	C	anaerobic respiration	-	-	-	ko:K02568	ko00910,ko01120,map00910,map01120	M00529,M00530	R00798	RC02812	ko00000,ko00001,ko00002	-	-	-	-
WP_136845330.1	1384484.AEQU_0551	0.0	1466.0	COG0243@1|root,COG0243@2|Bacteria,2GJCK@201174|Actinobacteria,4CUTH@84998|Coriobacteriia	84998|Coriobacteriia	C	Molybdopterin oxidoreductase Fe4S4 domain	-	-	-	ko:K02567	ko00910,ko01120,map00910,map01120	M00529,M00530	R00798,R01106	RC02812	ko00000,ko00001,ko00002,ko01000	-	-	-	Molybdop_Fe4S4,Molybdopterin,Molydop_binding
WP_136845331.1	1121866.AUGK01000010_gene398	0.0	954.0	COG0577@1|root,COG0577@2|Bacteria,2GSP2@201174|Actinobacteria,4CUQP@84998|Coriobacteriia	84998|Coriobacteriia	V	COGs COG0577 ABC-type antimicrobial peptide transport system permease component	-	-	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	FtsX
WP_136845332.1	742742.HMPREF9452_02153	7.49e-53	175.0	COG3467@1|root,COG3467@2|Bacteria,2HVHY@201174|Actinobacteria,4CWVJ@84998|Coriobacteriia	84998|Coriobacteriia	J	Pfam:Pyridox_oxidase	-	-	-	ko:K07005	-	-	-	-	ko00000	-	-	-	Pyridox_ox_2
WP_136845333.1	1121866.AUGK01000007_gene350	1.32e-233	679.0	COG0642@1|root,COG0784@1|root,COG0784@2|Bacteria,COG2205@2|Bacteria,2I2M2@201174|Actinobacteria,4CX0M@84998|Coriobacteriia	84998|Coriobacteriia	T	His Kinase A (phosphoacceptor) domain	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA,Response_reg
WP_136845334.1	649764.HMPREF0762_01646	2.25e-140	405.0	COG1250@1|root,COG1250@2|Bacteria,2GJBM@201174|Actinobacteria,4CUVB@84998|Coriobacteriia	84998|Coriobacteriia	I	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain	-	-	1.1.1.157	ko:K00074	ko00360,ko00362,ko00650,ko01100,ko01120,map00360,map00362,map00650,map01100,map01120	-	R01976,R05576,R06941	RC00029,RC00117	ko00000,ko00001,ko01000	-	-	-	3HCDH,3HCDH_N
WP_136845337.1	1121866.AUGK01000016_gene2185	8.34e-100	306.0	COG1589@1|root,COG1589@2|Bacteria,2HUMN@201174|Actinobacteria,4CV4T@84998|Coriobacteriia	84998|Coriobacteriia	D	Cell division protein FtsQ	-	-	-	ko:K03589	ko04112,map04112	-	-	-	ko00000,ko00001,ko03036	-	-	-	FtsQ,POTRA_1
WP_136845338.1	1384484.AEQU_1422	2.23e-167	478.0	COG0707@1|root,COG0707@2|Bacteria,2GJEM@201174|Actinobacteria,4CUWJ@84998|Coriobacteriia	84998|Coriobacteriia	M	Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II)	murG	-	2.4.1.227	ko:K02563	ko00550,ko01100,ko01502,ko04112,map00550,map01100,map01502,map04112	-	R05032,R05662	RC00005,RC00049	ko00000,ko00001,ko01000,ko01011	-	GT28	-	Glyco_tran_28_C,Glyco_transf_28
WP_136845339.1	1121866.AUGK01000016_gene2180	5.64e-208	592.0	COG0771@1|root,COG0771@2|Bacteria,2GJZA@201174|Actinobacteria,4CUT4@84998|Coriobacteriia	84998|Coriobacteriia	M	Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine (UMA)	murD	-	6.3.2.9	ko:K01925	ko00471,ko00550,ko01100,map00471,map00550,map01100	-	R02783	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	Mur_ligase_C,Mur_ligase_M
WP_136845340.1	502558.EGYY_09560	1.71e-183	518.0	COG0472@1|root,COG0472@2|Bacteria,2GNEH@201174|Actinobacteria,4CUYB@84998|Coriobacteriia	84998|Coriobacteriia	M	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan	mraY	-	2.7.8.13	ko:K01000	ko00550,ko01100,ko01502,map00550,map01100,map01502	-	R05629,R05630	RC00002,RC02753	ko00000,ko00001,ko01000,ko01011	9.B.146	-	-	Glycos_transf_4,MraY_sig1
WP_136845342.1	479437.Elen_2102	5.18e-24	98.2	2B1ID@1|root,31TZI@2|Bacteria,2HVCE@201174|Actinobacteria,4CWNF@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	FtsL
WP_136845351.1	1121866.AUGK01000016_gene2165	6.21e-309	851.0	COG0504@1|root,COG0504@2|Bacteria,2GJ13@201174|Actinobacteria,4CUVC@84998|Coriobacteriia	84998|Coriobacteriia	F	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen. Regulates intracellular CTP levels through interactions with the four ribonucleotide triphosphates	pyrG	-	6.3.4.2	ko:K01937	ko00240,ko01100,map00240,map01100	M00052	R00571,R00573	RC00010,RC00074	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_synth_N,GATase
WP_136845352.1	1384484.AEQU_1435	0.0	900.0	COG4868@1|root,COG4868@2|Bacteria,2GNQZ@201174|Actinobacteria,4CUAP@84998|Coriobacteriia	84998|Coriobacteriia	L	Domain of unknown function (DUF1846)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1846
WP_136845353.1	479437.Elen_2124	1.45e-145	414.0	COG0024@1|root,COG0024@2|Bacteria,2GKKB@201174|Actinobacteria,4CVFN@84998|Coriobacteriia	84998|Coriobacteriia	E	Methionine aminopeptidase	map	-	3.4.11.18	ko:K01265	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M24
WP_136845354.1	1384484.AEQU_1443	1.65e-137	392.0	COG0081@1|root,COG0081@2|Bacteria,2GM51@201174|Actinobacteria,4CURG@84998|Coriobacteriia	84998|Coriobacteriia	J	Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release	rplA	-	-	ko:K02863	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L1
WP_136845356.1	1235794.C811_00972	9.63e-89	280.0	COG0791@1|root,COG3883@1|root,COG0791@2|Bacteria,COG3883@2|Bacteria,2GIWB@201174|Actinobacteria,4CUWD@84998|Coriobacteriia	84998|Coriobacteriia	M	NlpC P60 family	-	-	-	ko:K21471	-	-	-	-	ko00000,ko01000,ko01002,ko01011	-	-	-	NLPC_P60
WP_136845358.1	1384484.AEQU_1451	1.22e-305	841.0	COG0591@1|root,COG0591@2|Bacteria,2I2N0@201174|Actinobacteria,4CUYJ@84998|Coriobacteriia	84998|Coriobacteriia	E	Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family	-	-	-	ko:K11928	-	-	-	-	ko00000,ko02000	2.A.21.2	-	-	SSF
WP_136845359.1	1384484.AEQU_1452	1.25e-202	573.0	COG1167@1|root,COG1167@2|Bacteria,2GKVK@201174|Actinobacteria,4CV5F@84998|Coriobacteriia	84998|Coriobacteriia	EK	Alanine-glyoxylate amino-transferase	-	-	-	-	-	-	-	-	-	-	-	-	Aminotran_MocR
WP_136845365.1	742733.HMPREF9469_00736	1.22e-198	569.0	COG0389@1|root,COG0389@2|Bacteria,1TP42@1239|Firmicutes,248FH@186801|Clostridia,21XJY@1506553|Lachnoclostridium	186801|Clostridia	L	impB/mucB/samB family C-terminal domain	-	-	-	ko:K03502	-	-	-	-	ko00000,ko03400	-	-	-	IMS,IMS_C,IMS_HHH
WP_136845371.1	1384484.AEQU_0627	0.0	1198.0	COG0556@1|root,COG0556@2|Bacteria,2GJ03@201174|Actinobacteria,4CUKH@84998|Coriobacteriia	84998|Coriobacteriia	L	damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage	uvrB	-	-	ko:K03702	ko03420,map03420	-	-	-	ko00000,ko00001,ko03400	-	-	-	Helicase_C,ResIII,UVR,UvrB
WP_136845383.1	1121866.AUGK01000016_gene2174	1.61e-185	521.0	COG0275@1|root,COG0275@2|Bacteria,2GJGK@201174|Actinobacteria,4CUEV@84998|Coriobacteriia	84998|Coriobacteriia	J	Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA	rsmH	-	2.1.1.199	ko:K03438	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Methyltransf_5
WP_136845385.1	1235794.C811_02286	5.38e-84	254.0	2F5KC@1|root,33Y5H@2|Bacteria,2HUUE@201174|Actinobacteria,4CVNT@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_136845387.1	1235794.C811_02342	5.53e-82	251.0	2CANR@1|root,32A3B@2|Bacteria,2HTPU@201174|Actinobacteria,4CW5D@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_136845388.1	1384484.AEQU_0358	1.48e-127	370.0	COG3302@1|root,COG3302@2|Bacteria,2HUUC@201174|Actinobacteria,4CVNQ@84998|Coriobacteriia	84998|Coriobacteriia	S	dmso reductase anchor subunit	-	-	-	ko:K07308	ko00920,map00920	-	R09501	RC02555	ko00000,ko00001,ko02000	5.A.3.3	-	-	DmsC
WP_136845389.1	1235794.C811_02346	5.07e-119	347.0	COG3381@1|root,COG3381@2|Bacteria,2ISXF@201174|Actinobacteria,4CVUT@84998|Coriobacteriia	84998|Coriobacteriia	S	Nitrate reductase delta subunit	-	-	-	-	-	-	-	-	-	-	-	-	Nitrate_red_del
WP_136845391.1	479437.Elen_2263	6.01e-74	232.0	COG1179@1|root,COG1179@2|Bacteria,2I69Y@201174|Actinobacteria,4CV9W@84998|Coriobacteriia	84998|Coriobacteriia	H	ThiF family	-	-	-	ko:K22132	-	-	-	-	ko00000,ko03016	-	-	-	ThiF
WP_136845392.1	1121866.AUGK01000010_gene449	3.82e-166	479.0	COG1503@1|root,COG1503@2|Bacteria,2HUK7@201174|Actinobacteria,4CV0E@84998|Coriobacteriia	84998|Coriobacteriia	J	translation release factor activity	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_136845393.1	1384484.AEQU_1774	0.0	922.0	COG2217@1|root,COG2217@2|Bacteria,2GIRF@201174|Actinobacteria,4CUB8@84998|Coriobacteriia	84998|Coriobacteriia	P	ATPase, P-type (transporting), HAD superfamily, subfamily IC	cadA	-	3.6.3.3,3.6.3.5	ko:K01534	-	-	-	-	ko00000,ko01000	3.A.3.6	-	-	E1-E2_ATPase,Hydrolase
WP_136845394.1	1384484.AEQU_1773	1.61e-31	111.0	COG2608@1|root,COG2608@2|Bacteria,2HV8X@201174|Actinobacteria,4CWHJ@84998|Coriobacteriia	84998|Coriobacteriia	C	Heavy-metal-associated domain	-	-	-	-	-	-	-	-	-	-	-	-	HMA
WP_136845396.1	1235794.C811_01291	0.0	996.0	COG0518@1|root,COG0519@1|root,COG0518@2|Bacteria,COG0519@2|Bacteria,2GM09@201174|Actinobacteria,4CU84@84998|Coriobacteriia	84998|Coriobacteriia	F	Catalyzes the synthesis of GMP from XMP	guaA	-	6.3.5.2	ko:K01951	ko00230,ko00983,ko01100,map00230,map00983,map01100	M00050	R01230,R01231,R08244	RC00010,RC00204	ko00000,ko00001,ko00002,ko01000,ko01002	-	-	-	GATase,GMP_synt_C,NAD_synthase
WP_136845397.1	1034345.CAEM01000017_gene1595	3.72e-86	254.0	COG1396@1|root,COG1396@2|Bacteria,2HVCA@201174|Actinobacteria,4CWNB@84998|Coriobacteriia	84998|Coriobacteriia	K	Helix-turn-helix XRE-family like proteins	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3
WP_136845398.1	883077.HMPREF9241_01325	2.98e-78	234.0	2B1F7@1|root,31TVY@2|Bacteria,2HV8V@201174|Actinobacteria,4D7NI@85005|Actinomycetales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_136845400.1	936375.HMPREF1152_1308	7.11e-189	560.0	COG0419@1|root,COG0613@1|root,COG0419@2|Bacteria,COG0613@2|Bacteria,1VCSJ@1239|Firmicutes,24PR8@186801|Clostridia	186801|Clostridia	V	(ABC) transporter	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_136845401.1	35760.BCHO_0797	0.0	1256.0	COG0553@1|root,COG0553@2|Bacteria,2GNS0@201174|Actinobacteria	201174|Actinobacteria	L	SNF2 family N-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	Helicase_C,SNF2_N
WP_136845402.1	35760.BCHO_0798	5.29e-282	771.0	COG1475@1|root,COG1475@2|Bacteria,2H3YG@201174|Actinobacteria,4D24W@85004|Bifidobacteriales	201174|Actinobacteria	K	DNA binding	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_136845403.1	35760.BCHO_0799	1.38e-292	801.0	2A0HB@1|root,30NMF@2|Bacteria,2H20Y@201174|Actinobacteria,4D1VQ@85004|Bifidobacteriales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_136845404.1	35760.BCHO_0800	0.0	2183.0	COG1061@1|root,COG1061@2|Bacteria,2HJPR@201174|Actinobacteria,4CZD6@85004|Bifidobacteriales	201174|Actinobacteria	KL	Type III restriction enzyme res subunit	-	-	-	-	-	-	-	-	-	-	-	-	ResIII,T5orf172
WP_136845405.1	445975.COLSTE_00477	2.99e-39	130.0	2FG1A@1|root,347Y1@2|Bacteria,2IRY7@201174|Actinobacteria,4CWES@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_136845409.1	880074.BARVI_04330	2.69e-77	235.0	COG1670@1|root,COG1670@2|Bacteria,4NP3T@976|Bacteroidetes,2G2SE@200643|Bacteroidia,22Y3C@171551|Porphyromonadaceae	976|Bacteroidetes	J	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1,Acetyltransf_3
WP_136845410.1	1121866.AUGK01000006_gene992	3.31e-41	141.0	2DNEV@1|root,32X5D@2|Bacteria,2HV7J@201174|Actinobacteria,4CWG3@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DUF3021
WP_136845411.1	1384484.AEQU_0486	5.07e-51	166.0	COG3279@1|root,COG3279@2|Bacteria,2GXPH@201174|Actinobacteria,4CW87@84998|Coriobacteriia	84998|Coriobacteriia	K	LytTr DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	LytTR
WP_136845414.1	502558.EGYY_29830	3.66e-156	444.0	COG1131@1|root,COG1131@2|Bacteria,2GNQJ@201174|Actinobacteria,4CVHN@84998|Coriobacteriia	84998|Coriobacteriia	V	PFAM ABC transporter	-	-	-	-	-	-	-	-	-	-	-	-	ABC_tran
WP_136845415.1	502558.EGYY_29840	1.74e-64	210.0	2ENQD@1|root,33GBP@2|Bacteria,2HV9Y@201174|Actinobacteria,4CWIZ@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_136845418.1	1384484.AEQU_1703	5.22e-123	367.0	COG4194@1|root,COG4194@2|Bacteria,2IBNS@201174|Actinobacteria,4CUT6@84998|Coriobacteriia	84998|Coriobacteriia	S	Protein of unknown function (DUF1648)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1648
WP_136845420.1	469378.Ccur_11180	3.26e-123	365.0	COG0332@1|root,COG0332@2|Bacteria,2GJP8@201174|Actinobacteria,4CVK3@84998|Coriobacteriia	84998|Coriobacteriia	I	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched- chain and or straight-chain of fatty acids	fabH	-	2.3.1.180	ko:K00648	ko00061,ko01100,ko01212,map00061,map01100,map01212	M00082,M00083	R10707	RC00004,RC02729,RC02888	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	ACP_syn_III,ACP_syn_III_C
WP_136845421.1	502558.EGYY_19620	3.07e-158	452.0	COG2070@1|root,COG2070@2|Bacteria,2GKA6@201174|Actinobacteria,4CUXH@84998|Coriobacteriia	84998|Coriobacteriia	S	PFAM 2-nitropropane dioxygenase	-	-	1.3.1.9	ko:K02371	ko00061,ko01100,ko01212,map00061,map01100,map01212	M00083	R04429,R04724,R04955,R04958,R04961,R04966,R04969,R07765	RC00052,RC00076	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	NMO
WP_136845422.1	1384484.AEQU_0443	7.85e-100	298.0	COG1028@1|root,COG1028@2|Bacteria,2GMWG@201174|Actinobacteria,4CUQ7@84998|Coriobacteriia	84998|Coriobacteriia	IQ	Short chain dehydrogenase	-	-	1.1.1.100	ko:K00059	ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212	M00083,M00572	R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671	RC00029,RC00117	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	adh_short_C2
WP_136845423.1	479437.Elen_1986	3.81e-230	642.0	COG0304@1|root,COG0304@2|Bacteria,2GIY4@201174|Actinobacteria,4CUAE@84998|Coriobacteriia	84998|Coriobacteriia	I	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP	fabF	-	2.3.1.179	ko:K09458	ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212	M00083,M00572	R04355,R04726,R04952,R04957,R04960,R04963,R04968,R07762,R10115,R10119	RC00039,RC02728,RC02729,RC02888	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Ketoacyl-synt_C,ketoacyl-synt
WP_136845424.1	502558.EGYY_19580	2.93e-80	241.0	COG0764@1|root,COG0764@2|Bacteria,2GQWT@201174|Actinobacteria,4CVV6@84998|Coriobacteriia	84998|Coriobacteriia	I	FabA-like domain	-	-	4.2.1.59	ko:K02372	ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212	M00083,M00572	R04428,R04535,R04537,R04544,R04568,R04954,R04965,R07764,R10117,R10121	RC00831,RC01095	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	FabA
WP_136845425.1	1121866.AUGK01000006_gene959	1.63e-273	783.0	COG0777@1|root,COG0825@1|root,COG0777@2|Bacteria,COG0825@2|Bacteria,2GNP7@201174|Actinobacteria,4CV5E@84998|Coriobacteriia	84998|Coriobacteriia	I	Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl- CoA	accA	-	2.1.3.15,6.4.1.2	ko:K01962,ko:K01963	ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212	M00082,M00376	R00742,R04386	RC00040,RC00253,RC00367	ko00000,ko00001,ko00002,ko01000	-	-	-	ACCA,Biotin_carb_N,Carboxyl_trans
WP_136845426.1	1121866.AUGK01000003_gene1272	2.46e-223	617.0	COG0519@1|root,COG0519@2|Bacteria,2H2BG@201174|Actinobacteria,4CUWK@84998|Coriobacteriia	84998|Coriobacteriia	F	GMP synthase C terminal domain	-	-	6.3.5.2	ko:K01951	ko00230,ko00983,ko01100,map00230,map00983,map01100	M00050	R01230,R01231,R08244	RC00010,RC00204	ko00000,ko00001,ko00002,ko01000,ko01002	-	-	-	GMP_synt_C,NAD_synthase
WP_136845428.1	1235794.C811_01737	1.56e-258	710.0	COG1476@1|root,COG1476@2|Bacteria,2I6JX@201174|Actinobacteria,4CWCK@84998|Coriobacteriia	84998|Coriobacteriia	K	Helix-turn-helix XRE-family like proteins	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3
WP_136845429.1	1121866.AUGK01000003_gene1262	2.31e-208	584.0	COG0642@1|root,COG2205@2|Bacteria,2H1NR@201174|Actinobacteria	201174|Actinobacteria	T	His Kinase A (phosphoacceptor) domain	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA
WP_136845430.1	1121866.AUGK01000003_gene1261	4.79e-176	491.0	COG1136@1|root,COG1136@2|Bacteria,2GJN6@201174|Actinobacteria,4CU9N@84998|Coriobacteriia	201174|Actinobacteria	V	ABC transporter	-	-	-	ko:K02003	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
WP_136845431.1	1121866.AUGK01000003_gene1260	0.0	1399.0	COG0577@1|root,COG0577@2|Bacteria	2|Bacteria	V	efflux transmembrane transporter activity	-	-	-	-	-	-	-	-	-	-	-	-	FtsX
WP_136845432.1	1235794.C811_01743	1.97e-101	294.0	COG2606@1|root,COG2606@2|Bacteria,2HUVZ@201174|Actinobacteria,4CVU2@84998|Coriobacteriia	84998|Coriobacteriia	S	Aminoacyl-tRNA editing domain	-	-	-	-	-	-	-	-	-	-	-	-	tRNA_edit
