Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000018	N1	n3	1.0	Non-Terminal	senegalimassilia_faecalis_WP_129423969.1, senegalimassilia_anaerobia_WP_042434463.1, senegalimassilia_anaerobia_WP_042435759.1, senegalimassilia_faecalis_WP_129425220.1, senegalimassilia_faecalis_WP_129424797.1	senegalimassilia_anaerobia_WP_042434469.1, senegalimassilia_faecalis_WP_129423830.1, senegalimassilia_faecalis_WP_129424428.1
OG0000018	N1	n4	1.0	Non-Terminal	senegalimassilia_faecalis_WP_129423969.1, senegalimassilia_anaerobia_WP_042434463.1	senegalimassilia_anaerobia_WP_042435759.1, senegalimassilia_faecalis_WP_129425220.1, senegalimassilia_faecalis_WP_129424797.1
OG0000018	senegalimassilia_faecalis	n7	1.0	Terminal	senegalimassilia_faecalis_WP_129425220.1	senegalimassilia_faecalis_WP_129424797.1
OG0000018	senegalimassilia_faecalis	n9	1.0	Terminal	senegalimassilia_faecalis_WP_129423830.1	senegalimassilia_faecalis_WP_129424428.1
OG0000019	N2	n0	0.666666666667	Non-Terminal	collinsella_provencensis_WP_102337878.1, collinsella_aerofaciens_WP_124786309.1	collinsella_provencensis_WP_102337899.1, collinsella_aerofaciens_WP_206428112.1, collinsella_aerofaciens_WP_124786510.1, collinsella_aerofaciens_WP_124786369.1, collinsella_aerofaciens_WP_117773337.1, collinsella_aerofaciens_WP_117563518.1, collinsella_aerofaciens_WP_124785746.1, collinsella_aerofaciens_WP_164473266.1, collinsella_aerofaciens_WP_241154632.1
OG0000019	collinsella_aerofaciens	n3	1.0	Terminal	collinsella_aerofaciens_WP_206428112.1, collinsella_aerofaciens_WP_124786510.1, collinsella_aerofaciens_WP_124786369.1, collinsella_aerofaciens_WP_117773337.1	collinsella_aerofaciens_WP_117563518.1, collinsella_aerofaciens_WP_124785746.1, collinsella_aerofaciens_WP_164473266.1, collinsella_aerofaciens_WP_241154632.1
OG0000019	collinsella_aerofaciens	n4	1.0	Terminal	collinsella_aerofaciens_WP_206428112.1	collinsella_aerofaciens_WP_124786510.1, collinsella_aerofaciens_WP_124786369.1, collinsella_aerofaciens_WP_117773337.1
OG0000019	collinsella_aerofaciens	n5	1.0	Terminal	collinsella_aerofaciens_WP_124786510.1, collinsella_aerofaciens_WP_124786369.1	collinsella_aerofaciens_WP_117773337.1
OG0000019	collinsella_aerofaciens	n6	1.0	Terminal	collinsella_aerofaciens_WP_124786510.1	collinsella_aerofaciens_WP_124786369.1
OG0000019	collinsella_aerofaciens	n7	1.0	Terminal	collinsella_aerofaciens_WP_117563518.1, collinsella_aerofaciens_WP_124785746.1, collinsella_aerofaciens_WP_164473266.1	collinsella_aerofaciens_WP_241154632.1
OG0000019	collinsella_aerofaciens	n8	1.0	Terminal	collinsella_aerofaciens_WP_117563518.1, collinsella_aerofaciens_WP_124785746.1	collinsella_aerofaciens_WP_164473266.1
OG0000019	collinsella_aerofaciens	n9	1.0	Terminal	collinsella_aerofaciens_WP_117563518.1	collinsella_aerofaciens_WP_124785746.1
OG0000020	N0	n0	1.0	Non-Terminal	collinsella_provencensis_WP_102337790.1, collinsella_intestinalis_WP_152063689.1, collinsella_aerofaciens_WP_117840011.1, senegalimassilia_faecalis_WP_129424174.1, senegalimassilia_anaerobia_WP_042434755.1	senegalimassilia_faecalis_WP_129425896.1, senegalimassilia_faecalis_WP_129423771.1, senegalimassilia_anaerobia_WP_042432008.1, collinsella_aerofaciens_WP_124785761.1, collinsella_provencensis_WP_102338001.1, collinsella_intestinalis_WP_152062836.1
OG0000020	N0	n5	0.2	Non-Terminal	senegalimassilia_faecalis_WP_129425896.1	senegalimassilia_faecalis_WP_129423771.1, senegalimassilia_anaerobia_WP_042432008.1, collinsella_aerofaciens_WP_124785761.1, collinsella_provencensis_WP_102338001.1, collinsella_intestinalis_WP_152062836.1
OG0000021	N1	n0	1.0	Non-Terminal	senegalimassilia_anaerobia_WP_052297753.1, senegalimassilia_faecalis_WP_161566596.1	senegalimassilia_anaerobia_WP_042433000.1, senegalimassilia_faecalis_WP_201738610.1, senegalimassilia_faecalis_WP_129424458.1, senegalimassilia_faecalis_WP_129425672.1, senegalimassilia_faecalis_WP_129423151.1, senegalimassilia_faecalis_WP_129425255.1, senegalimassilia_faecalis_WP_129422849.1, senegalimassilia_faecalis_WP_129422979.1, senegalimassilia_faecalis_WP_129425852.1
OG0000021	senegalimassilia_faecalis	n3	1.0	Terminal	senegalimassilia_faecalis_WP_201738610.1	senegalimassilia_faecalis_WP_129424458.1, senegalimassilia_faecalis_WP_129425672.1, senegalimassilia_faecalis_WP_129423151.1, senegalimassilia_faecalis_WP_129425255.1, senegalimassilia_faecalis_WP_129422849.1, senegalimassilia_faecalis_WP_129422979.1, senegalimassilia_faecalis_WP_129425852.1
OG0000021	senegalimassilia_faecalis	n4	1.0	Terminal	senegalimassilia_faecalis_WP_129424458.1, senegalimassilia_faecalis_WP_129425672.1, senegalimassilia_faecalis_WP_129423151.1	senegalimassilia_faecalis_WP_129425255.1, senegalimassilia_faecalis_WP_129422849.1, senegalimassilia_faecalis_WP_129422979.1, senegalimassilia_faecalis_WP_129425852.1
OG0000021	senegalimassilia_faecalis	n5	1.0	Terminal	senegalimassilia_faecalis_WP_129424458.1	senegalimassilia_faecalis_WP_129425672.1, senegalimassilia_faecalis_WP_129423151.1
OG0000021	senegalimassilia_faecalis	n6	1.0	Terminal	senegalimassilia_faecalis_WP_129425672.1	senegalimassilia_faecalis_WP_129423151.1
OG0000021	senegalimassilia_faecalis	n7	1.0	Terminal	senegalimassilia_faecalis_WP_129425255.1	senegalimassilia_faecalis_WP_129422849.1, senegalimassilia_faecalis_WP_129422979.1, senegalimassilia_faecalis_WP_129425852.1
OG0000021	senegalimassilia_faecalis	n8	1.0	Terminal	senegalimassilia_faecalis_WP_129422849.1, senegalimassilia_faecalis_WP_129422979.1	senegalimassilia_faecalis_WP_129425852.1
OG0000021	senegalimassilia_faecalis	n9	1.0	Terminal	senegalimassilia_faecalis_WP_129422849.1	senegalimassilia_faecalis_WP_129422979.1
OG0000022	N2	n1	0.333333333333	Non-Terminal	collinsella_provencensis_WP_102338397.1, collinsella_aerofaciens_WP_117647594.1, collinsella_intestinalis_WP_152062854.1, collinsella_intestinalis_WP_226803184.1, collinsella_provencensis_WP_102337694.1, collinsella_aerofaciens_WP_118335365.1, collinsella_aerofaciens_WP_118335363.1	collinsella_aerofaciens_WP_089572215.1
OG0000022	N2	n2	1.0	Non-Terminal	collinsella_provencensis_WP_102338397.1, collinsella_aerofaciens_WP_117647594.1, collinsella_intestinalis_WP_152062854.1	collinsella_intestinalis_WP_226803184.1, collinsella_provencensis_WP_102337694.1, collinsella_aerofaciens_WP_118335365.1, collinsella_aerofaciens_WP_118335363.1
OG0000022	collinsella_aerofaciens	n7	1.0	Terminal	collinsella_aerofaciens_WP_118335365.1	collinsella_aerofaciens_WP_118335363.1
OG0000023	N0	n0	0.6	Non-Terminal	collinsella_provencensis_WP_102338351.1, collinsella_intestinalis_WP_152063590.1, collinsella_aerofaciens_WP_117756883.1, senegalimassilia_anaerobia_WP_238318300.1, senegalimassilia_faecalis_WP_129425192.1	senegalimassilia_faecalis_WP_129423433.1, collinsella_aerofaciens_WP_199569324.1, collinsella_provencensis_WP_199824849.1, collinsella_provencensis_WP_102337337.1, collinsella_aerofaciens_WP_124786351.1
OG0000023	N0	n5	0.4	Non-Terminal	senegalimassilia_faecalis_WP_129423433.1, collinsella_aerofaciens_WP_199569324.1, collinsella_provencensis_WP_199824849.1	collinsella_provencensis_WP_102337337.1, collinsella_aerofaciens_WP_124786351.1
OG0000024	N0	n0	0.4	Non-Terminal	collinsella_aerofaciens_WP_124786433.1, senegalimassilia_anaerobia_WP_042433056.1	collinsella_aerofaciens_WP_117840579.1, senegalimassilia_anaerobia_WP_042436862.1, senegalimassilia_faecalis_WP_129424725.1, senegalimassilia_faecalis_WP_236648234.1, senegalimassilia_faecalis_WP_129424510.1, senegalimassilia_faecalis_WP_161566661.1, senegalimassilia_faecalis_WP_161566638.1, senegalimassilia_faecalis_WP_129423872.1
OG0000024	senegalimassilia_faecalis	n4	1.0	Terminal	senegalimassilia_faecalis_WP_129424725.1, senegalimassilia_faecalis_WP_236648234.1, senegalimassilia_faecalis_WP_129424510.1, senegalimassilia_faecalis_WP_161566661.1, senegalimassilia_faecalis_WP_161566638.1	senegalimassilia_faecalis_WP_129423872.1
OG0000024	senegalimassilia_faecalis	n5	1.0	Terminal	senegalimassilia_faecalis_WP_129424725.1	senegalimassilia_faecalis_WP_236648234.1, senegalimassilia_faecalis_WP_129424510.1, senegalimassilia_faecalis_WP_161566661.1, senegalimassilia_faecalis_WP_161566638.1
OG0000024	senegalimassilia_faecalis	n6	1.0	Terminal	senegalimassilia_faecalis_WP_236648234.1, senegalimassilia_faecalis_WP_129424510.1, senegalimassilia_faecalis_WP_161566661.1	senegalimassilia_faecalis_WP_161566638.1
OG0000024	senegalimassilia_faecalis	n7	1.0	Terminal	senegalimassilia_faecalis_WP_236648234.1, senegalimassilia_faecalis_WP_129424510.1	senegalimassilia_faecalis_WP_161566661.1
OG0000024	senegalimassilia_faecalis	n8	1.0	Terminal	senegalimassilia_faecalis_WP_236648234.1	senegalimassilia_faecalis_WP_129424510.1
OG0000025	N0	n0	0.6	Non-Terminal	collinsella_intestinalis_WP_226803228.1, senegalimassilia_anaerobia_WP_202898146.1, senegalimassilia_anaerobia_WP_052297757.1, senegalimassilia_faecalis_WP_129424670.1	collinsella_aerofaciens_WP_124785719.1, collinsella_intestinalis_WP_226803165.1, collinsella_provencensis_WP_234346262.1, senegalimassilia_faecalis_WP_117655969.1, senegalimassilia_anaerobia_WP_081469046.1, senegalimassilia_anaerobia_WP_042433182.1
OG0000025	senegalimassilia_anaerobia	n3	1.0	Terminal	senegalimassilia_anaerobia_WP_202898146.1	senegalimassilia_anaerobia_WP_052297757.1
OG0000025	senegalimassilia_anaerobia	n8	1.0	Terminal	senegalimassilia_anaerobia_WP_081469046.1	senegalimassilia_anaerobia_WP_042433182.1
OG0000026	N0	n0	1.0	Non-Terminal	collinsella_aerofaciens_WP_124785981.1, collinsella_intestinalis_WP_152062855.1, collinsella_provencensis_WP_102338435.1, senegalimassilia_faecalis_WP_129423366.1, senegalimassilia_anaerobia_WP_238318299.1	senegalimassilia_faecalis_WP_129424115.1, senegalimassilia_anaerobia_WP_042434823.1, collinsella_aerofaciens_WP_124785892.1, collinsella_intestinalis_WP_152063613.1, collinsella_provencensis_WP_102338182.1
OG0000027	N0	n0	0.4	Non-Terminal	senegalimassilia_faecalis_WP_129424584.1, collinsella_intestinalis_WP_152062691.1, collinsella_intestinalis_WP_152063436.1	collinsella_intestinalis_WP_152063844.1, collinsella_aerofaciens_WP_241154650.1, collinsella_aerofaciens_WP_233504193.1, collinsella_aerofaciens_WP_124786094.1, collinsella_aerofaciens_WP_164473292.1, senegalimassilia_anaerobia_WP_081468876.1, senegalimassilia_faecalis_WP_161566617.1
OG0000027	collinsella_intestinalis	n2	1.0	Terminal	collinsella_intestinalis_WP_152062691.1	collinsella_intestinalis_WP_152063436.1
OG0000027	collinsella_aerofaciens	n5	1.0	Terminal	collinsella_aerofaciens_WP_241154650.1, collinsella_aerofaciens_WP_233504193.1, collinsella_aerofaciens_WP_124786094.1	collinsella_aerofaciens_WP_164473292.1
OG0000027	collinsella_aerofaciens	n6	1.0	Terminal	collinsella_aerofaciens_WP_241154650.1, collinsella_aerofaciens_WP_233504193.1	collinsella_aerofaciens_WP_124786094.1
OG0000027	collinsella_aerofaciens	n7	1.0	Terminal	collinsella_aerofaciens_WP_241154650.1	collinsella_aerofaciens_WP_233504193.1
OG0000028	N0	n0	1.0	Non-Terminal	senegalimassilia_anaerobia_WP_187364748.1, senegalimassilia_faecalis_WP_129422829.1, collinsella_aerofaciens_WP_124786583.1, collinsella_provencensis_WP_102338291.1, collinsella_intestinalis_WP_152063529.1	senegalimassilia_anaerobia_WP_042433329.1, senegalimassilia_faecalis_WP_129423057.1, collinsella_aerofaciens_WP_124786325.1, collinsella_intestinalis_WP_006722396.1, collinsella_provencensis_WP_102337624.1
OG0000029	N0	n0	0.8	Non-Terminal	collinsella_aerofaciens_WP_195363938.1, collinsella_provencensis_WP_199824820.1, collinsella_intestinalis_WP_182281919.1, senegalimassilia_faecalis_WP_129424861.1, senegalimassilia_faecalis_WP_129425309.1	collinsella_aerofaciens_WP_241154610.1, collinsella_provencensis_WP_234346370.1, collinsella_intestinalis_WP_152062726.1, senegalimassilia_anaerobia_WP_081468868.1, senegalimassilia_faecalis_WP_129423391.1
OG0000029	senegalimassilia_faecalis	n4	1.0	Terminal	senegalimassilia_faecalis_WP_129424861.1	senegalimassilia_faecalis_WP_129425309.1
OG0000030	N0	n0	0.6	Non-Terminal	senegalimassilia_anaerobia_WP_042436298.1, senegalimassilia_faecalis_WP_129425729.1, collinsella_provencensis_WP_102338083.1	senegalimassilia_anaerobia_WP_042432256.1, senegalimassilia_faecalis_WP_129423493.1, collinsella_aerofaciens_WP_006235830.1, collinsella_provencensis_WP_102338111.1, collinsella_intestinalis_WP_152063093.1, collinsella_intestinalis_WP_006723465.1
OG0000030	collinsella_intestinalis	n7	1.0	Terminal	collinsella_intestinalis_WP_152063093.1	collinsella_intestinalis_WP_006723465.1
OG0000031	N0	n0	0.6	Non-Terminal	senegalimassilia_faecalis_WP_129423204.1, collinsella_aerofaciens_WP_117803367.1, collinsella_aerofaciens_WP_055252173.1, collinsella_provencensis_WP_199824862.1, collinsella_intestinalis_WP_226803248.1	collinsella_intestinalis_WP_152063352.1, collinsella_aerofaciens_WP_117637295.1, senegalimassilia_anaerobia_WP_042434991.1, senegalimassilia_faecalis_WP_129423993.1
OG0000031	N2	n3	0.333333333333	Non-Terminal	collinsella_aerofaciens_WP_117803367.1	collinsella_aerofaciens_WP_055252173.1, collinsella_provencensis_WP_199824862.1
OG0000032	N2	n3	0.333333333333	Non-Terminal	collinsella_aerofaciens_WP_124785993.1	collinsella_provencensis_WP_102337994.1, collinsella_aerofaciens_WP_124786612.1, collinsella_aerofaciens_WP_124786436.1, collinsella_aerofaciens_WP_117645711.1, collinsella_provencensis_WP_102337749.1
OG0000032	N2	n4	0.666666666667	Non-Terminal	collinsella_provencensis_WP_102337994.1, collinsella_aerofaciens_WP_124786612.1, collinsella_aerofaciens_WP_124786436.1	collinsella_aerofaciens_WP_117645711.1, collinsella_provencensis_WP_102337749.1
OG0000032	collinsella_aerofaciens	n6	1.0	Terminal	collinsella_aerofaciens_WP_124786612.1	collinsella_aerofaciens_WP_124786436.1
OG0000033	N0	n0	0.6	Non-Terminal	senegalimassilia_anaerobia_WP_081469013.1, senegalimassilia_faecalis_WP_129424843.1, collinsella_aerofaciens_WP_117647433.1	senegalimassilia_faecalis_WP_201738574.1, senegalimassilia_anaerobia_WP_202898091.1, collinsella_aerofaciens_WP_206428103.1, collinsella_provencensis_WP_234346367.1, collinsella_intestinalis_WP_152063556.1, collinsella_intestinalis_WP_193221203.1
OG0000033	collinsella_intestinalis	n7	1.0	Terminal	collinsella_intestinalis_WP_152063556.1	collinsella_intestinalis_WP_193221203.1
OG0000034	N2	n2	0.666666666667	Non-Terminal	collinsella_provencensis_WP_102338196.1, collinsella_aerofaciens_WP_117716559.1	collinsella_intestinalis_WP_152063312.1, collinsella_aerofaciens_WP_124786719.1, collinsella_provencensis_WP_102337336.1, collinsella_provencensis_WP_102337642.1, collinsella_provencensis_WP_102338533.1
OG0000034	collinsella_provencensis	n6	1.0	Terminal	collinsella_provencensis_WP_102337336.1	collinsella_provencensis_WP_102337642.1, collinsella_provencensis_WP_102338533.1
OG0000034	collinsella_provencensis	n7	1.0	Terminal	collinsella_provencensis_WP_102337642.1	collinsella_provencensis_WP_102338533.1
OG0000035	N1	n1	1.0	Non-Terminal: STRIDE	senegalimassilia_anaerobia_WP_042433930.1, senegalimassilia_faecalis_WP_129422975.1	senegalimassilia_anaerobia_WP_042432045.1, senegalimassilia_faecalis_WP_129423741.1
OG0000035	collinsella_provencensis	n6	1.0	Terminal	collinsella_provencensis_WP_102338197.1, collinsella_provencensis_WP_102338195.1	collinsella_provencensis_WP_102337641.1
OG0000035	collinsella_provencensis	n7	1.0	Terminal	collinsella_provencensis_WP_102338197.1	collinsella_provencensis_WP_102338195.1
OG0000036	N2	n0	0.666666666667	Non-Terminal	collinsella_intestinalis_WP_152063572.1, collinsella_aerofaciens_WP_164473277.1	collinsella_intestinalis_WP_152063597.1, collinsella_aerofaciens_WP_124786512.1, collinsella_aerofaciens_WP_124785884.1, collinsella_aerofaciens_WP_117839924.1, collinsella_aerofaciens_WP_124786542.1, collinsella_aerofaciens_WP_118334273.1, collinsella_aerofaciens_WP_124786739.1
OG0000036	collinsella_aerofaciens	n3	1.0	Terminal	collinsella_aerofaciens_WP_124786512.1	collinsella_aerofaciens_WP_124785884.1, collinsella_aerofaciens_WP_117839924.1, collinsella_aerofaciens_WP_124786542.1, collinsella_aerofaciens_WP_118334273.1, collinsella_aerofaciens_WP_124786739.1
OG0000036	collinsella_aerofaciens	n4	1.0	Terminal	collinsella_aerofaciens_WP_124785884.1	collinsella_aerofaciens_WP_117839924.1, collinsella_aerofaciens_WP_124786542.1, collinsella_aerofaciens_WP_118334273.1, collinsella_aerofaciens_WP_124786739.1
OG0000036	collinsella_aerofaciens	n5	1.0	Terminal	collinsella_aerofaciens_WP_117839924.1	collinsella_aerofaciens_WP_124786542.1, collinsella_aerofaciens_WP_118334273.1, collinsella_aerofaciens_WP_124786739.1
OG0000036	collinsella_aerofaciens	n6	1.0	Terminal	collinsella_aerofaciens_WP_124786542.1, collinsella_aerofaciens_WP_118334273.1	collinsella_aerofaciens_WP_124786739.1
OG0000036	collinsella_aerofaciens	n7	1.0	Terminal	collinsella_aerofaciens_WP_124786542.1	collinsella_aerofaciens_WP_118334273.1
OG0000037	collinsella_aerofaciens	n1	1.0	Terminal	collinsella_aerofaciens_WP_124785978.1, collinsella_aerofaciens_WP_124786532.1, collinsella_aerofaciens_WP_124785736.1, collinsella_aerofaciens_WP_164473267.1, collinsella_aerofaciens_WP_192934536.1, collinsella_aerofaciens_WP_124786551.1	collinsella_aerofaciens_WP_197032106.1, collinsella_aerofaciens_WP_124786541.1
OG0000037	collinsella_aerofaciens	n2	1.0	Terminal	collinsella_aerofaciens_WP_124785978.1, collinsella_aerofaciens_WP_124786532.1, collinsella_aerofaciens_WP_124785736.1, collinsella_aerofaciens_WP_164473267.1, collinsella_aerofaciens_WP_192934536.1	collinsella_aerofaciens_WP_124786551.1
OG0000037	collinsella_aerofaciens	n3	1.0	Terminal	collinsella_aerofaciens_WP_124785978.1, collinsella_aerofaciens_WP_124786532.1	collinsella_aerofaciens_WP_124785736.1, collinsella_aerofaciens_WP_164473267.1, collinsella_aerofaciens_WP_192934536.1
OG0000037	collinsella_aerofaciens	n4	1.0	Terminal	collinsella_aerofaciens_WP_124785978.1	collinsella_aerofaciens_WP_124786532.1
OG0000037	collinsella_aerofaciens	n5	1.0	Terminal	collinsella_aerofaciens_WP_124785736.1, collinsella_aerofaciens_WP_164473267.1	collinsella_aerofaciens_WP_192934536.1
OG0000037	collinsella_aerofaciens	n6	1.0	Terminal	collinsella_aerofaciens_WP_124785736.1	collinsella_aerofaciens_WP_164473267.1
OG0000037	collinsella_aerofaciens	n7	1.0	Terminal	collinsella_aerofaciens_WP_197032106.1	collinsella_aerofaciens_WP_124786541.1
OG0000038	N1	n1	0.5	Non-Terminal	senegalimassilia_anaerobia_WP_081468861.1, senegalimassilia_faecalis_WP_129423617.1, senegalimassilia_anaerobia_WP_202898034.1, senegalimassilia_faecalis_WP_129424279.1, senegalimassilia_faecalis_WP_201738635.1, senegalimassilia_faecalis_WP_161566669.1, senegalimassilia_anaerobia_WP_042435618.1	senegalimassilia_faecalis_WP_118351045.1
OG0000038	N1	n2	1.0	Non-Terminal	senegalimassilia_anaerobia_WP_081468861.1, senegalimassilia_faecalis_WP_129423617.1, senegalimassilia_anaerobia_WP_202898034.1, senegalimassilia_faecalis_WP_129424279.1, senegalimassilia_faecalis_WP_201738635.1	senegalimassilia_faecalis_WP_161566669.1, senegalimassilia_anaerobia_WP_042435618.1
OG0000038	N1	n3	1.0	Non-Terminal	senegalimassilia_anaerobia_WP_081468861.1, senegalimassilia_faecalis_WP_129423617.1	senegalimassilia_anaerobia_WP_202898034.1, senegalimassilia_faecalis_WP_129424279.1, senegalimassilia_faecalis_WP_201738635.1
OG0000038	senegalimassilia_faecalis	n6	1.0	Terminal	senegalimassilia_faecalis_WP_129424279.1	senegalimassilia_faecalis_WP_201738635.1
OG0000039	N2	n1	0.666666666667	Non-Terminal	collinsella_intestinalis_WP_226803257.1, collinsella_provencensis_WP_102338463.1, collinsella_aerofaciens_WP_124786311.1, collinsella_provencensis_WP_159060034.1, collinsella_provencensis_WP_234346347.1, collinsella_intestinalis_WP_226803284.1	collinsella_intestinalis_WP_226803258.1, collinsella_aerofaciens_WP_124786497.1
OG0000039	N2	n2	0.666666666667	Non-Terminal	collinsella_intestinalis_WP_226803257.1, collinsella_provencensis_WP_102338463.1, collinsella_aerofaciens_WP_124786311.1	collinsella_provencensis_WP_159060034.1, collinsella_provencensis_WP_234346347.1, collinsella_intestinalis_WP_226803284.1
OG0000039	N3	n5	0.5	Non-Terminal	collinsella_provencensis_WP_159060034.1	collinsella_provencensis_WP_234346347.1, collinsella_intestinalis_WP_226803284.1
OG0000040	N2	n1	0.666666666667	Non-Terminal	collinsella_provencensis_WP_102338185.1, collinsella_aerofaciens_WP_164473328.1	collinsella_aerofaciens_WP_124786519.1, collinsella_provencensis_WP_102338191.1
OG0000040	N1	n4	0.5	Non-Terminal	senegalimassilia_anaerobia_WP_042436486.1	senegalimassilia_faecalis_WP_129422841.1, senegalimassilia_anaerobia_WP_042434287.1, senegalimassilia_faecalis_WP_129423743.1, senegalimassilia_anaerobia_WP_148514770.1
OG0000040	N1	n5	1.0	Non-Terminal: STRIDE	senegalimassilia_faecalis_WP_129422841.1, senegalimassilia_anaerobia_WP_042434287.1	senegalimassilia_faecalis_WP_129423743.1, senegalimassilia_anaerobia_WP_148514770.1
OG0000041	N2	n2	0.666666666667	Non-Terminal	collinsella_intestinalis_WP_152063554.1, collinsella_aerofaciens_WP_158558606.1	collinsella_aerofaciens_WP_124786636.1, collinsella_aerofaciens_WP_124786634.1, collinsella_provencensis_WP_102338147.1, collinsella_intestinalis_WP_152063393.1, collinsella_intestinalis_WP_152063492.1
OG0000041	collinsella_aerofaciens	n5	1.0	Terminal	collinsella_aerofaciens_WP_124786636.1	collinsella_aerofaciens_WP_124786634.1
OG0000041	collinsella_intestinalis	n7	1.0	Terminal	collinsella_intestinalis_WP_152063393.1	collinsella_intestinalis_WP_152063492.1
OG0000042	N0	n0	0.4	Non-Terminal	collinsella_provencensis_WP_102338301.1, senegalimassilia_faecalis_WP_129425238.1, senegalimassilia_anaerobia_WP_238318301.1	senegalimassilia_faecalis_WP_129423135.1, senegalimassilia_faecalis_WP_129425236.1, collinsella_aerofaciens_WP_158548925.1, collinsella_intestinalis_WP_152062901.1, senegalimassilia_anaerobia_WP_148514760.1, senegalimassilia_faecalis_WP_161566615.1
OG0000042	N0	n3	0.2	Non-Terminal	senegalimassilia_faecalis_WP_129423135.1, senegalimassilia_faecalis_WP_129425236.1	collinsella_aerofaciens_WP_158548925.1, collinsella_intestinalis_WP_152062901.1, senegalimassilia_anaerobia_WP_148514760.1, senegalimassilia_faecalis_WP_161566615.1
OG0000042	senegalimassilia_faecalis	n4	1.0	Terminal	senegalimassilia_faecalis_WP_129423135.1	senegalimassilia_faecalis_WP_129425236.1
OG0000043	N0	n0	0.8	Non-Terminal	collinsella_aerofaciens_WP_158558637.1, collinsella_provencensis_WP_102338044.1, collinsella_intestinalis_WP_039910414.1, senegalimassilia_faecalis_WP_201738643.1, senegalimassilia_anaerobia_WP_042432478.1	senegalimassilia_faecalis_WP_129422944.1, senegalimassilia_anaerobia_WP_238318264.1, collinsella_aerofaciens_WP_241154599.1, collinsella_intestinalis_WP_226803355.1
OG0000044	N0	n0	0.4	Non-Terminal	collinsella_provencensis_WP_102337294.1, collinsella_intestinalis_WP_152062957.1, senegalimassilia_anaerobia_WP_042432446.1, senegalimassilia_faecalis_WP_129423400.1	senegalimassilia_faecalis_WP_129425668.1, collinsella_provencensis_WP_102338327.1, collinsella_provencensis_WP_102337583.1, collinsella_provencensis_WP_102338316.1, collinsella_provencensis_WP_234346279.1
OG0000044	collinsella_provencensis	n5	1.0	Terminal	collinsella_provencensis_WP_102338327.1	collinsella_provencensis_WP_102337583.1, collinsella_provencensis_WP_102338316.1, collinsella_provencensis_WP_234346279.1
OG0000044	collinsella_provencensis	n6	1.0	Terminal	collinsella_provencensis_WP_102337583.1, collinsella_provencensis_WP_102338316.1	collinsella_provencensis_WP_234346279.1
OG0000044	collinsella_provencensis	n7	1.0	Terminal	collinsella_provencensis_WP_102337583.1	collinsella_provencensis_WP_102338316.1
OG0000045	N2	n2	1.0	Non-Terminal: STRIDE	collinsella_intestinalis_WP_152063517.1, collinsella_provencensis_WP_102338202.1, collinsella_aerofaciens_WP_124785789.1	collinsella_aerofaciens_WP_006235156.1, collinsella_intestinalis_WP_006723319.1, collinsella_provencensis_WP_102338615.1
OG0000046	N2	n2	1.0	Non-Terminal: STRIDE	collinsella_intestinalis_WP_152063516.1, collinsella_provencensis_WP_234346298.1, collinsella_aerofaciens_WP_241154625.1	collinsella_provencensis_WP_102338273.1, collinsella_intestinalis_WP_152063542.1, collinsella_aerofaciens_WP_006235157.1
OG0000047	collinsella_aerofaciens	n2	1.0	Terminal	collinsella_aerofaciens_WP_117564161.1, collinsella_aerofaciens_WP_117800336.1, collinsella_aerofaciens_WP_158558612.1, collinsella_aerofaciens_WP_117862215.1, collinsella_aerofaciens_WP_055251192.1	collinsella_aerofaciens_WP_233543592.1
OG0000047	collinsella_aerofaciens	n3	1.0	Terminal	collinsella_aerofaciens_WP_117564161.1, collinsella_aerofaciens_WP_117800336.1, collinsella_aerofaciens_WP_158558612.1	collinsella_aerofaciens_WP_117862215.1, collinsella_aerofaciens_WP_055251192.1
OG0000047	collinsella_aerofaciens	n4	1.0	Terminal	collinsella_aerofaciens_WP_117564161.1, collinsella_aerofaciens_WP_117800336.1	collinsella_aerofaciens_WP_158558612.1
OG0000047	collinsella_aerofaciens	n5	1.0	Terminal	collinsella_aerofaciens_WP_117564161.1	collinsella_aerofaciens_WP_117800336.1
OG0000047	collinsella_aerofaciens	n6	1.0	Terminal	collinsella_aerofaciens_WP_117862215.1	collinsella_aerofaciens_WP_055251192.1
OG0000048	N0	n0	0.6	Non-Terminal	senegalimassilia_faecalis_WP_161566586.1, collinsella_provencensis_WP_199824861.1, collinsella_aerofaciens_WP_089571587.1, collinsella_intestinalis_WP_152063295.1	collinsella_intestinalis_WP_006722295.1, collinsella_aerofaciens_WP_124786073.1, senegalimassilia_anaerobia_WP_042434989.1, senegalimassilia_faecalis_WP_129423995.1
OG0000049	N2	n0	0.666666666667	Non-Terminal	collinsella_intestinalis_WP_006723253.1, collinsella_provencensis_WP_102337942.1, collinsella_aerofaciens_WP_117772918.1, collinsella_aerofaciens_WP_089572404.1	collinsella_aerofaciens_WP_117746781.1, collinsella_aerofaciens_WP_089572478.1, collinsella_intestinalis_WP_152063568.1, collinsella_aerofaciens_WP_117647588.1
OG0000049	collinsella_aerofaciens	n3	1.0	Terminal	collinsella_aerofaciens_WP_117772918.1	collinsella_aerofaciens_WP_089572404.1
