HOG	OG	Gene Tree Parent Clade	collinsella_aerofaciens	collinsella_intestinalis	collinsella_provencensis	senegalimassilia_anaerobia	senegalimassilia_faecalis
N3.HOG0000736	OG0000652	n0		WP_152063064.1	WP_102337404.1		
N3.HOG0000737	OG0000653	n0		WP_152063063.1	WP_102337403.1		
N3.HOG0000738	OG0000654	n0		WP_152063062.1	WP_102337402.1		
N3.HOG0000739	OG0000655	n0		WP_152063266.1	WP_102337561.1		
N3.HOG0000740	OG0000656	n0		WP_152063268.1	WP_102337562.1		
N3.HOG0000741	OG0000657	n0		WP_118271286.1	WP_102337565.1		
N3.HOG0000742	OG0000658	n0		WP_118103499.1	WP_102337567.1		
N3.HOG0000743	OG0000659	n0		WP_152063270.1	WP_102337568.1		
N3.HOG0000744	OG0000660	n0		WP_152063276.1	WP_102338528.1		
N3.HOG0000745	OG0000661	n0		WP_152063278.1	WP_102337573.1		
N3.HOG0000746	OG0000662	n0		WP_006722433.1	WP_102337586.1		
N3.HOG0000747	OG0000663	n0		WP_226803242.1	WP_234346178.1		
N3.HOG0000748	OG0000664	n0		WP_152063560.1	WP_102338565.1		
N3.HOG0000749	OG0000665	n0		WP_226803246.1	WP_102337589.1		
N3.HOG0000750	OG0000666	n0		WP_152063357.1	WP_102337304.1		
N3.HOG0000751	OG0000667	n0		WP_152063358.1	WP_102337303.1		
N3.HOG0000752	OG0000668	n0		WP_152063360.1	WP_102337302.1		
N3.HOG0000753	OG0000669	n0		WP_152063291.1	WP_102337605.1		
N3.HOG0000754	OG0000670	n0		WP_152063292.1	WP_102337606.1		
N3.HOG0000755	OG0000671	n0		WP_152063293.1	WP_102337612.1		
N3.HOG0000756	OG0000672	n0		WP_152063306.1	WP_102337630.1		
N3.HOG0000757	OG0000673	n0		WP_006722384.1	WP_102337637.1		
N3.HOG0000758	OG0000674	n0		WP_152062973.1	WP_102337324.1		
N3.HOG0000759	OG0000675	n0		WP_152063361.1	WP_102337321.1		
N3.HOG0000760	OG0000676	n0		WP_152063366.1	WP_102337313.1		
N3.HOG0000761	OG0000677	n0		WP_152062940.1	WP_102337646.1		
N3.HOG0000762	OG0000678	n0		WP_152062939.1	WP_102337647.1		
N3.HOG0000763	OG0000679	n0		WP_152062937.1	WP_102337649.1		
N3.HOG0000764	OG0000680	n0		WP_152063738.1	WP_102338433.1		
N3.HOG0000765	OG0000681	n0		WP_152062966.1	WP_234346188.1		
N3.HOG0000766	OG0000682	n0		WP_152062929.1	WP_159060026.1		
N3.HOG0000767	OG0000683	n0		WP_152062927.1	WP_102337664.1		
N3.HOG0000768	OG0000684	n0		WP_152062926.1	WP_102337665.1		
N3.HOG0000769	OG0000685	n0		WP_152063409.1	WP_102338537.1		
N3.HOG0000770	OG0000686	n0		WP_152062830.1	WP_102337249.1		
N3.HOG0000771	OG0000687	n0		WP_152062822.1	WP_102337248.1		
N3.HOG0000772	OG0000688	n2		WP_152062816.1	WP_102337711.1		
N3.HOG0000773	OG0000688	n3		WP_193221132.1	WP_102337706.1		
N3.HOG0000774	OG0000689	n0		WP_006723632.1	WP_102337730.1		
N3.HOG0000775	OG0000691	n0		WP_006722661.1	WP_102337455.1		
N3.HOG0000776	OG0000692	n0		WP_152063341.1			
N3.HOG0000777	OG0000693	n0		WP_152062862.1	WP_102338458.1		
N3.HOG0000778	OG0000694	n0		WP_152063374.1	WP_102337278.1		
N3.HOG0000779	OG0000695	n0		WP_152063771.1	WP_234346323.1		
N3.HOG0000780	OG0000696	n0		WP_152063777.1	WP_102338372.1		
N3.HOG0000781	OG0000697	n0		WP_152062868.1	WP_102338459.1		
N3.HOG0000782	OG0000698	n0			WP_102338180.1, WP_102338411.1		
N3.HOG0000783	OG0000699	n0		WP_006723943.1	WP_102338344.1		
N3.HOG0000784	OG0000700	n0		WP_152063238.1	WP_102337513.1		
N3.HOG0000785	OG0000701	n0		WP_152063823.1	WP_102337910.1		
N3.HOG0000786	OG0000702	n0			WP_102337592.1		
N3.HOG0000787	OG0000703	n0			WP_234346346.1, WP_102337904.1		
N3.HOG0000788	OG0000705	n0			WP_102337962.1, WP_102338186.1		
N3.HOG0000789	OG0000706	n0		WP_118104373.1	WP_102337952.1		
N3.HOG0000790	OG0000707	n0		WP_152063793.1	WP_102337957.1		
N3.HOG0000791	OG0000708	n0		WP_152063559.1	WP_234346231.1		
N3.HOG0000792	OG0000709	n0		WP_152062842.1	WP_102338279.1		
N3.HOG0000793	OG0000710	n0		WP_152063537.1	WP_234346316.1		
N3.HOG0000794	OG0000711	n0		WP_152063533.1	WP_102338294.1		
N3.HOG0000795	OG0000712	n0		WP_152063532.1	WP_102338293.1		
N3.HOG0000796	OG0000713	n0		WP_152062784.1	WP_102338256.1		
N3.HOG0000797	OG0000714	n0		WP_152062783.1	WP_102338253.1		
N3.HOG0000798	OG0000715	n0		WP_152062774.1	WP_102338043.1		
N3.HOG0000799	OG0000716	n0		WP_226803309.1	WP_108722517.1		
N3.HOG0000800	OG0000717	n0		WP_152063490.1	WP_102338119.1		
N3.HOG0000801	OG0000718	n0		WP_152062705.1	WP_234346371.1		
N3.HOG0000802	OG0000719	n0		WP_152063496.1	WP_102338149.1		
N3.HOG0000803	OG0000720	n0		WP_152062720.1	WP_102338225.1		
N3.HOG0000804	OG0000721	n0		WP_226803159.1	WP_199824851.1		
N3.HOG0000805	OG0000722	n0		WP_152062723.1	WP_102338215.1		
N3.HOG0000806	OG0000723	n0		WP_226803164.1	WP_102338057.1		
N3.HOG0000807	OG0000724	n0		WP_118272274.1	WP_102338058.1		
N3.HOG0000808	OG0000725	n0		WP_152062753.1	WP_102338060.1		
N3.HOG0000809	OG0000726	n0		WP_152062752.1	WP_102338061.1		
N3.HOG0000810	OG0000727	n0		WP_152063457.1	WP_159060066.1		
N3.HOG0000811	OG0000728	n0		WP_152063456.1	WP_102338129.1		
N3.HOG0000812	OG0000729	n0		WP_226803301.1	WP_234346281.1		
N3.HOG0000813	OG0000730	n0		WP_152063455.1	WP_102338130.1		
N3.HOG0000814	OG0000731	n0		WP_152063451.1	WP_102338136.1		
N3.HOG0000815	OG0000732	n0		WP_152063817.1	WP_199824840.1		
N3.HOG0000816	OG0000733	n0		WP_152062991.1	WP_102338494.1		
N3.HOG0000817	OG0000734	n0		WP_152063075.1	WP_234346147.1		
N3.HOG0000818	OG0000735	n0		WP_152063263.1	WP_102338524.1		
N3.HOG0000819	OG0000736	n0		WP_152063365.1	WP_102337314.1		
N3.HOG0000820	OG0000737	n0		WP_226803313.1	WP_102338161.1		
N3.HOG0000821	OG0000738	n0		WP_152062838.1	WP_102337999.1		
N3.HOG0000822	OG0000739	n0			WP_102337357.1		
N3.HOG0000823	OG0000740	n0		WP_193221227.1	WP_102337958.1		
N3.HOG0000824	OG0000741	n0		WP_006723778.1	WP_159060052.1		
N3.HOG0000825	OG0000742	n0		WP_152063042.1	WP_102337384.1		
N3.HOG0000826	OG0000743	n0		WP_152063250.1	WP_102337537.1		
N3.HOG0000827	OG0000744	n0		WP_193221223.1	WP_102338434.1		
N3.HOG0000828	OG0000745	n0		WP_152062884.1	WP_102337751.1		
N3.HOG0000829	OG0000746	n0		WP_152063788.1	WP_159060049.1		
N3.HOG0000830	OG0000747	n0		WP_193221232.1	WP_234346377.1		
N3.HOG0000831	OG0000748	n0		WP_006722632.1	WP_102337481.1		
N3.HOG0000832	OG0000749	n0		WP_006723039.1	WP_102337787.1		
N3.HOG0000833	OG0000750	n0		WP_182281915.1	WP_199824819.1		
N3.HOG0000834	OG0000751	n0		WP_006723559.1	WP_199824843.1		
N3.HOG0000835	OG0000752	n0		WP_006722667.1	WP_102337450.1		
N3.HOG0000836	OG0000753	n0		WP_226803316.1	WP_199824852.1		
N3.HOG0000837	OG0000754	n0		WP_193221134.1	WP_199824863.1		
N3.HOG0000838	OG0000755	n0		WP_182282119.1	WP_199824880.1		
N3.HOG0000839	OG0000756	n0		WP_193221120.1	WP_199824856.1		
N3.HOG0000840	OG0000757	n0		WP_152063232.1	WP_102337508.1		
N3.HOG0000841	OG0000758	n0		WP_006722416.1	WP_102337604.1		
N3.HOG0000842	OG0000759	n0		WP_193221127.1	WP_199824850.1		
N3.HOG0000843	OG0000760	n0		WP_118272229.1	WP_102338132.1		
N3.HOG0000844	OG0000761	n0		WP_152063448.1	WP_102338141.1		
N3.HOG0000845	OG0000762	n0		WP_152063470.1	WP_102338105.1		
N3.HOG0000846	OG0000763	n0		WP_226803341.1	WP_234346287.1		
N3.HOG0000847	OG0000764	n0		WP_193221147.1	WP_102337345.1		
N3.HOG0000848	OG0000765	n0		WP_152063180.1	WP_102337486.1		
N3.HOG0000849	OG0000766	n0		WP_152063178.1	WP_234346168.1		
N3.HOG0000850	OG0000767	n0		WP_152063146.1	WP_234346356.1		
N3.HOG0000851	OG0000768	n0		WP_152063816.1	WP_234346241.1		
N3.HOG0000852	OG0000769	n0		WP_006722646.1	WP_102337469.1		
N3.HOG0000853	OG0000770	n0		WP_226803232.1	WP_234346172.1		
N3.HOG0000854	OG0000771	n0		WP_152063188.1	WP_199824823.1		
N3.HOG0000855	OG0000772	n0		WP_226803166.1	WP_199824827.1		
N3.HOG0000856	OG0000773	n0		WP_006723213.1	WP_102338184.1		
N3.HOG0000857	OG0000774	n0		WP_152062837.1	WP_234346248.1		
N3.HOG0000858	OG0000775	n0		WP_152063167.1	WP_102338513.1		
N3.HOG0000859	OG0000776	n0		WP_226803208.1	WP_102337351.1		
N3.HOG0000860	OG0000777	n0		WP_006722410.1	WP_234346357.1		
N3.HOG0000861	OG0000778	n0		WP_152063300.1	WP_102337623.1		
N3.HOG0000862	OG0000779	n0		WP_226803234.1	WP_102337543.1		
N3.HOG0000863	OG0000780	n0		WP_039910749.1	WP_234346366.1		
N3.HOG0000864	OG0000781	n0		WP_226803218.1	WP_234346156.1		
N3.HOG0000865	OG0000782	n0		WP_152063149.1	WP_102337440.1		
N3.HOG0000866	OG0000783	n0		WP_152063155.1	WP_102337448.1		
N3.HOG0000867	OG0000784	n0		WP_152063267.1	WP_234346173.1		
N3.HOG0000868	OG0000785	n0		WP_118103529.1	WP_102337585.1		
N3.HOG0000869	OG0000786	n0		WP_226803244.1			
N3.HOG0000870	OG0000787	n0		WP_152062976.1	WP_102337326.1		
N3.HOG0000871	OG0000788	n0		WP_152062959.1	WP_102337297.1		
N3.HOG0000872	OG0000789	n0		WP_152062802.1	WP_159060031.1		
N3.HOG0000873	OG0000790	n0		WP_152063782.1	WP_102338352.1		
N3.HOG0000874	OG0000791	n0		WP_152063586.1	WP_234346222.1		
N3.HOG0000875	OG0000792	n0		WP_152063827.1	WP_234346322.1		
N3.HOG0000876	OG0000793	n0		WP_226803358.1	WP_234346229.1		
N3.HOG0000877	OG0000794	n0		WP_226803181.1	WP_102337235.1		
N3.HOG0000878	OG0000795	n0		WP_193221123.1	WP_234346369.1		
N3.HOG0000879	OG0000796	n0		WP_152063453.1	WP_102338134.1		
N3.HOG0000880	OG0000797	n0		WP_152063449.1	WP_102338140.1		
N3.HOG0000881	OG0000798	n0		WP_152063466.1	WP_234346278.1		
N3.HOG0000882	OG0000799	n0		WP_152063519.1	WP_102338232.1		
N3.HOG0000883	OG0000801	n0		WP_152063665.1			
N3.HOG0000884	OG0000802	n0		WP_226803272.1	WP_234346117.1		
N3.HOG0000885	OG0000803	n0		WP_152062904.1	WP_234346194.1		
N3.HOG0000886	OG0000804	n0		WP_152063174.1	WP_234346167.1		
N3.HOG0000887	OG0000805	n0		WP_152063417.1	WP_102338508.1		
N3.HOG0000888	OG0000806	n0		WP_193221169.1			
N3.HOG0000889	OG0000807	n0		WP_152062857.1	WP_102338382.1		
N3.HOG0000890	OG0000808	n0		WP_152063047.1	WP_234346354.1		
N3.HOG0000891	OG0000809	n0		WP_152062961.1	WP_102338536.1		
N3.HOG0000892	OG0000810	n0		WP_226803344.1	WP_234346368.1		
N3.HOG0000893	OG0000811	n0		WP_006722349.1	WP_102338461.1		
N3.HOG0000894	OG0000812	n0		WP_152062769.1, WP_152063319.1, WP_152063418.1			
N3.HOG0000895	OG0000813	n0		WP_152062900.1	WP_159060009.1		
N3.HOG0000896	OG0000814	n0		WP_152063027.1	WP_159060024.1		
N3.HOG0000897	OG0000815	n0		WP_152063612.1, WP_152063764.1	WP_102338348.1		
N3.HOG0000898	OG0000816	n0		WP_152063633.1			
N3.HOG0000899	OG0000817	n0		WP_226803332.1, WP_193221207.1, WP_226803334.1, WP_226803333.1			
N3.HOG0000900	OG0000818	n0			WP_102338310.1, WP_102338012.1, WP_102338207.1, WP_102337763.1, WP_102338192.1		
N3.HOG0000901	OG0000819	n1			WP_102337906.1		
N3.HOG0000902	OG0000819	n2			WP_102338020.1		
N3.HOG0000903	OG0000820	n0			WP_102338009.1		
N3.HOG0000904	OG0000828	n0			WP_102337979.1		
N3.HOG0000905	OG0000829	n0			WP_102337258.1		
N3.HOG0000906	OG0000830	n0		WP_006723651.1	WP_102337578.1, WP_102337707.1		
N3.HOG0000907	OG0000831	n0		WP_006723104.1	WP_006723104.1		
N3.HOG0000908	OG0000833	n0		WP_152063553.1			
N3.HOG0000909	OG0000834	n0		WP_152063228.1			
N3.HOG0000910	OG0000835	n0		WP_006722445.1			
N3.HOG0000911	OG0000836	n0		WP_152063290.1	WP_102337603.1		
N3.HOG0000912	OG0000837	n0		WP_006722721.1	WP_102337725.1, WP_102338504.1		
N3.HOG0000913	OG0000838	n0		WP_152063727.1	WP_102338471.1		
N3.HOG0000914	OG0000839	n0		WP_152063594.1	WP_234346228.1		
N3.HOG0000915	OG0000840	n0			WP_102338242.1		
N3.HOG0000916	OG0000841	n0		WP_118271896.1			
N3.HOG0000917	OG0000843	n0		WP_152062715.1			
N3.HOG0000918	OG0000844	n0			WP_102338519.1		
N3.HOG0000919	OG0000845	n0		WP_006723250.1, WP_193221145.1	WP_102337939.1		
N3.HOG0000920	OG0000848	n0		WP_152063509.1			
N3.HOG0000921	OG0000849	n0		WP_152063179.1	WP_102337485.1		
N3.HOG0000922	OG0000850	n0		WP_152063315.1	WP_102338432.1		
N3.HOG0000923	OG0000851	n0		WP_152062790.1			
N3.HOG0000924	OG0000852	n0		WP_226803308.1	WP_102338085.1		
N3.HOG0000925	OG0000854	n0			WP_102337354.1		
N3.HOG0000926	OG0000855	n0		WP_152062780.1	WP_102338246.1		
N3.HOG0000927	OG0000856	n0			WP_102338388.1, WP_234346253.1		
N3.HOG0000928	OG0000857	n0		WP_152063229.1			
N3.HOG0000929	OG0000858	n0		WP_193221210.1, WP_006723008.1	WP_102337764.1		
N3.HOG0000930	OG0000859	n0		WP_006722720.1	WP_102337410.1		
N3.HOG0000931	OG0000860	n0		WP_226803174.1	WP_102337579.1, WP_234346358.1		
N3.HOG0000932	OG0000861	n0		WP_006723249.1	WP_102337938.1		
N3.HOG0000933	OG0000864	n0			WP_102337570.1		
N3.HOG0000934	OG0000865	n0		WP_006722665.1			
N3.HOG0000935	OG0000866	n0		WP_152063156.1	WP_102337452.1		
N3.HOG0000936	OG0000867	n0		WP_226803169.1	WP_234346258.1		
N3.HOG0000937	OG0000868	n0		WP_226803295.1	WP_102337988.1		
N3.HOG0000938	OG0000869	n0		WP_152063009.1	WP_102337363.1		
N3.HOG0000939	OG0000870	n0			WP_234346353.1		
N3.HOG0000940	OG0000871	n0		WP_226803365.1			
N3.HOG0000941	OG0000872	n0		WP_152062916.1	WP_102337680.1		
N3.HOG0000942	OG0000873	n0		WP_006722864.1	WP_102338027.1, WP_102337659.1		
N3.HOG0000943	OG0000874	n0			WP_159060063.1		
N3.HOG0000944	OG0000875	n0			WP_102337760.1		
N3.HOG0000945	OG0000876	n0		WP_152062693.1			
N3.HOG0000946	OG0000878	n0		WP_226803177.1, WP_152062847.1	WP_102338439.1		
N3.HOG0000947	OG0000879	n0		WP_006722448.1			
N3.HOG0000948	OG0000882	n0		WP_152062703.1			
N3.HOG0000949	OG0000883	n0		WP_152063585.1, WP_152062967.1	WP_102338028.1		
N3.HOG0000950	OG0000884	n0		WP_006723789.1			
N3.HOG0000951	OG0000885	n0		WP_152063748.1			
N3.HOG0000952	OG0000886	n0		WP_152063522.1			
N3.HOG0000953	OG0000887	n0		WP_152062755.1			
N3.HOG0000954	OG0000888	n0		WP_152062758.1			
N3.HOG0000955	OG0000889	n0		WP_118272146.1			
N3.HOG0000956	OG0000890	n0		WP_226803197.1	WP_102337298.1		
N3.HOG0000957	OG0000891	n0		WP_226803343.1			
N3.HOG0000958	OG0000892	n0		WP_152063230.1			
N3.HOG0000959	OG0000893	n0		WP_152062706.1			
N3.HOG0000960	OG0000894	n0		WP_152063531.1			
N3.HOG0000961	OG0000895	n0			WP_102337822.1		
N3.HOG0000962	OG0000896	n0			WP_102337813.1		
N3.HOG0000963	OG0000898	n0		WP_118103796.1	WP_102337253.1		
N3.HOG0000964	OG0000899	n0		WP_152062859.1	WP_234346326.1		
N3.HOG0000965	OG0000900	n0		WP_152062946.1, WP_152062871.1	WP_102338410.1		
N3.HOG0000966	OG0000901	n0		WP_039910625.1	WP_234346376.1		
N3.HOG0000967	OG0000902	n0			WP_102338646.1		
N3.HOG0000968	OG0000903	n0		WP_193221230.1	WP_102337653.1		
N3.HOG0000969	OG0000905	n0		WP_152063059.1, WP_152062987.1			
N3.HOG0000970	OG0000907	n0			WP_102337502.1		
N3.HOG0000971	OG0000908	n0			WP_102337396.1		
N3.HOG0000972	OG0000909	n0		WP_152063056.1	WP_102337394.1		
N3.HOG0000973	OG0000910	n0		WP_152063055.1	WP_102337393.1		
N3.HOG0000974	OG0000911	n0		WP_152063052.1	WP_102338499.1		
N3.HOG0000975	OG0000912	n0		WP_152063256.1			
N3.HOG0000976	OG0000913	n0		WP_152063279.1			
N3.HOG0000977	OG0000915	n0		WP_152063282.1			
N3.HOG0000978	OG0000916	n0		WP_118271305.1			
N3.HOG0000979	OG0000917	n0		WP_152063283.1			
N3.HOG0000980	OG0000918	n0		WP_152063552.1, WP_193221190.1	WP_102337306.1		
N3.HOG0000981	OG0000919	n0		WP_152063288.1			
N3.HOG0000982	OG0000920	n0		WP_152062969.1			
N3.HOG0000983	OG0000921	n0		WP_006722860.1			
N3.HOG0000984	OG0000922	n0		WP_152062923.1	WP_199824828.1, WP_102337668.1		
N3.HOG0000985	OG0000923	n0		WP_152062944.1	WP_102337903.1, WP_102337286.1		
N3.HOG0000986	OG0000924	n0		WP_118102376.1			
N3.HOG0000987	OG0000925	n0		WP_152063740.1			
N3.HOG0000988	OG0000926	n0		WP_152063483.1	WP_234346267.1		
N3.HOG0000989	OG0000927	n0		WP_193221194.1	WP_102338090.1		
N3.HOG0000990	OG0000928	n0			WP_102338360.1		
N3.HOG0000991	OG0000929	n0		WP_152062779.1	WP_199824854.1		
N3.HOG0000992	OG0000930	n0		WP_152063627.1			
N3.HOG0000993	OG0000931	n0		WP_152063626.1			
N3.HOG0000994	OG0000935	n0		WP_006723735.1			
N3.HOG0000995	OG0000936	n0		WP_152063581.1			
N3.HOG0000996	OG0000937	n0		WP_152063348.1			
N3.HOG0000997	OG0000938	n0		WP_152063284.1	WP_102337588.1		
N3.HOG0000998	OG0000939	n0		WP_152063603.1	WP_102337934.1		
N3.HOG0000999	OG0000940	n0		WP_152062925.1	WP_102337663.1, WP_102337666.1		
N3.HOG0001000	OG0000941	n0			WP_159060044.1		
N3.HOG0001001	OG0000942	n0		WP_006723591.1			
N3.HOG0001002	OG0000943	n0		WP_152063486.1	WP_102338089.1		
N3.HOG0001003	OG0000944	n0		WP_226803311.1			
N3.HOG0001004	OG0000945	n0			WP_234346331.1		
N3.HOG0001005	OG0000946	n0			WP_102338211.1		
N3.HOG0001006	OG0000947	n0		WP_152063474.1	WP_102338101.1		
N3.HOG0001007	OG0000949	n0		WP_152063462.1	WP_159060064.1		
N3.HOG0001008	OG0000950	n0			WP_159060079.1		
N3.HOG0001009	OG0000951	n0		WP_006723102.1, WP_118271355.1			
N3.HOG0001010	OG0000952	n0		WP_152063828.1			
N3.HOG0001011	OG0000953	n0		WP_152062942.1			
N3.HOG0001012	OG0000957	n0		WP_152062762.1	WP_102337608.1		
N3.HOG0001013	OG0000958	n0		WP_182282062.1			
N3.HOG0001014	OG0000959	n0		WP_152063349.1			
N3.HOG0001015	OG0000960	n0		WP_152063642.1			
N3.HOG0001016	OG0000961	n0		WP_152062692.1			
N3.HOG0001017	OG0000962	n0		WP_226803348.1, WP_226803315.1			
N3.HOG0001018	OG0000963	n0			WP_102337686.1		
N3.HOG0001019	OG0000964	n0		WP_152063664.1			
N3.HOG0001020	OG0000965	n0		WP_006720292.1	WP_102338405.1		
N3.HOG0001021	OG0000966	n0		WP_039910738.1			
N3.HOG0001022	OG0000967	n0		WP_118271902.1	WP_102338349.1		
N3.HOG0001023	OG0000968	n0		WP_152062810.1	WP_102337719.1		
N3.HOG0001024	OG0000969	n0		WP_152062824.1	WP_102337251.1		
N3.HOG0001025	OG0000970	n0		WP_152062951.1	WP_102337290.1		
N3.HOG0001026	OG0000971	n0		WP_152062958.1	WP_102337295.1		
N3.HOG0001027	OG0000972	n0		WP_152062992.1	WP_102337334.1		
N3.HOG0001028	OG0000973	n0		WP_152062997.1, WP_152063000.1, WP_152063611.1	WP_102338561.1		
N3.HOG0001029	OG0000974	n0		WP_152063034.1, WP_152063082.1	WP_102338194.1		
N3.HOG0001030	OG0000975	n0		WP_152063046.1, WP_152063437.1			
N3.HOG0001031	OG0000976	n0		WP_152063072.1	WP_102337419.1		
N3.HOG0001032	OG0000977	n0		WP_152063530.1, WP_152063387.1			
N3.HOG0001033	OG0000978	n0		WP_152063467.1	WP_102338112.1		
N3.HOG0001034	OG0000979	n0		WP_152063536.1			
N3.HOG0001035	OG0000980	n0		WP_152063630.1	WP_102337916.1, WP_102338550.1		
N3.HOG0001036	OG0000981	n0		WP_152063636.1	WP_159060042.1		
N3.HOG0001037	OG0000982	n0		WP_152063638.1			
N3.HOG0001038	OG0000983	n0		WP_152063763.1	WP_102338350.1		
N3.HOG0001039	OG0000984	n0		WP_152063774.1	WP_102338371.1		
N3.HOG0001040	OG0000985	n0		WP_152063779.1			
N3.HOG0001041	OG0000986	n0		WP_193221174.1			
N3.HOG0001042	OG0000987	n0		WP_193221202.1	WP_102338216.1		
N3.HOG0001043	OG0000988	n0		WP_226803278.1			
N3.HOG0001044	OG0000989	n0			WP_102337348.1, WP_102338481.1		
N3.HOG0001045	OG0000990	n0			WP_102337352.1		
N3.HOG0001046	OG0000991	n0			WP_102337523.1		
N3.HOG0001047	OG0000992	n0			WP_102337815.1		
N3.HOG0001048	OG0000993	n1			WP_102337831.1		
N3.HOG0001049	OG0000993	n2			WP_102337832.1		
N3.HOG0001050	OG0000994	n0			WP_234346250.1, WP_102337879.1, WP_102337898.1, WP_102338002.1		
N3.HOG0001051	OG0000995	n0			WP_102337908.1		
N3.HOG0001052	OG0000996	n0			WP_102337923.1		
N3.HOG0001053	OG0000997	n0			WP_159060017.1		
N3.HOG0001054	OG0000998	n0			WP_234346223.1		
N3.HOG0001055	OG0001328	-		WP_006722365.1	WP_102338311.1, WP_102338466.1		
N3.HOG0001056	OG0001336	-		WP_152062918.1	WP_102338427.1, WP_102337673.1		
N3.HOG0001057	OG0001338	-		WP_152063318.1	WP_234346349.1, WP_102338312.1		
N3.HOG0001058	OG0001558	-		WP_039910739.1	WP_102337804.1		
N3.HOG0001059	OG0001559	-		WP_118102498.1	WP_102337915.1		
N3.HOG0001060	OG0001560	-		WP_118103794.1	WP_234346115.1		
N3.HOG0001061	OG0001562	-		WP_118272242.1	WP_234346304.1		
N3.HOG0001062	OG0001563	-		WP_152062714.1	WP_102338040.1		
N3.HOG0001063	OG0001564	-		WP_152062756.1	WP_159060054.1		
N3.HOG0001064	OG0001565	-		WP_152062825.1	WP_102337252.1		
N3.HOG0001065	OG0001566	-		WP_152062835.1	WP_234346255.1		
N3.HOG0001066	OG0001568	-		WP_152062850.1	WP_102338442.1		
N3.HOG0001067	OG0001570	-		WP_152062947.1	WP_234346127.1		
N3.HOG0001068	OG0001571	-		WP_152062952.1, WP_152063610.1			
N3.HOG0001069	OG0001572	-		WP_152062968.1, WP_152063644.1			
N3.HOG0001070	OG0001573	-		WP_152063213.1, WP_152063013.1			
N3.HOG0001071	OG0001574	-		WP_152063016.1, WP_193221152.1			
N3.HOG0001072	OG0001575	-		WP_152063038.1	WP_159060019.1		
N3.HOG0001073	OG0001576	-		WP_152063040.1	WP_102337382.1		
N3.HOG0001074	OG0001577	-		WP_152063041.1	WP_102337383.1		
N3.HOG0001075	OG0001580	-		WP_152063105.1, WP_152063104.1			
N3.HOG0001076	OG0001583	-		WP_152063441.1, WP_152063221.1			
N3.HOG0001077	OG0001584	-		WP_152063252.1	WP_102337540.1		
N3.HOG0001078	OG0001585	-		WP_152063286.1	WP_102337598.1		
N3.HOG0001079	OG0001586	-		WP_152063344.1	WP_199824866.1		
N3.HOG0001080	OG0001587	-		WP_152063465.1, WP_152063464.1			
N3.HOG0001081	OG0001588	-		WP_226803176.1, WP_152063485.1			
N3.HOG0001082	OG0001589	-		WP_152063507.1	WP_199824848.1		
N3.HOG0001083	OG0001592	-		WP_152063562.1	WP_102337975.1		
N3.HOG0001084	OG0001594	-		WP_152063567.1	WP_102337925.1		
N3.HOG0001085	OG0001596	-		WP_152063710.1	WP_102338271.1		
N3.HOG0001086	OG0001597	-		WP_152063743.1	WP_102337244.1		
N3.HOG0001087	OG0001598	-		WP_152063751.1	WP_102338422.1		
N3.HOG0001088	OG0001599	-		WP_152063753.1	WP_102338637.1		
N3.HOG0001089	OG0001601	-		WP_152063807.1	WP_199824857.1		
N3.HOG0001090	OG0001602	-		WP_182279429.1	WP_199824815.1		
N3.HOG0001091	OG0001603	-		WP_193221131.1	WP_234346198.1		
N3.HOG0001092	OG0001604	-		WP_226803160.1	WP_234346301.1		
N3.HOG0001093	OG0001605	-		WP_226803254.1	WP_234346350.1		
N3.HOG0001094	OG0001606	-		WP_226803327.1	WP_234346224.1		
N3.HOG0001095	OG0001608	-		WP_226803336.1	WP_102337807.1		
N3.HOG0001096	OG0001610	-		WP_226803354.1	WP_102337806.1		
N3.HOG0001097	OG0001611	-		WP_226803357.1	WP_102337946.1		
N3.HOG0001098	OG0001614	-			WP_102337577.1, WP_159060023.1		
N3.HOG0001099	OG0001616	-			WP_102337617.1, WP_102337926.1		
N3.HOG0001100	OG0001619	-			WP_102337843.1, WP_102337845.1		
N3.HOG0001101	OG0001621	-			WP_102338013.1, WP_102338011.1		
N3.HOG0001102	OG0001622	-			WP_102338173.1, WP_102338355.1		
N3.HOG0001103	OG0001623	-			WP_102338206.1, WP_234346299.1		
N3.HOG0001104	OG0001624	-			WP_102338218.1, WP_234346274.1		
N3.HOG0001105	OG0001629	-			WP_234346196.1, WP_159060028.1		
