HOG	OG	Gene Tree Parent Clade	collinsella_aerofaciens	collinsella_intestinalis	collinsella_provencensis	senegalimassilia_anaerobia	senegalimassilia_faecalis
N2.HOG0000588	OG0000477	n0	WP_117774255.1	WP_152063524.1	WP_234346310.1		
N2.HOG0000589	OG0000478	n0	WP_117774294.1	WP_152063724.1	WP_102338478.1		
N2.HOG0000590	OG0000479	n0	WP_117774295.1	WP_226803345.1	WP_199824894.1		
N2.HOG0000591	OG0000480	n0	WP_117774350.1	WP_152063713.1	WP_102337969.1		
N2.HOG0000592	OG0000481	n0	WP_117774375.1	WP_006723122.1	WP_102337795.1		
N2.HOG0000593	OG0000482	n0	WP_117774377.1	WP_226803342.1	WP_102337800.1		
N2.HOG0000594	OG0000483	n0	WP_117774379.1	WP_152062732.1	WP_102338227.1		
N2.HOG0000595	OG0000484	n0	WP_117776110.1	WP_152062814.1	WP_102337714.1		
N2.HOG0000596	OG0000485	n0	WP_117776111.1	WP_152062815.1	WP_102337712.1		
N2.HOG0000597	OG0000486	n0	WP_117776228.1	WP_152063240.1	WP_102337516.1		
N2.HOG0000598	OG0000487	n0	WP_117776261.1	WP_152063150.1	WP_234346158.1		
N2.HOG0000599	OG0000488	n0	WP_117776407.1	WP_006723794.1	WP_102338276.1		
N2.HOG0000600	OG0000489	n0	WP_117776573.1	WP_006723600.1	WP_234346306.1		
N2.HOG0000601	OG0000490	n0	WP_117776583.1	WP_152062759.1	WP_102338055.1		
N2.HOG0000602	OG0000491	n0	WP_117778978.1	WP_152062935.1	WP_102337986.1		
N2.HOG0000603	OG0000492	n0	WP_117779341.1	WP_152063355.1	WP_102337307.1		
N2.HOG0000604	OG0000493	n0	WP_117779350.1				
N2.HOG0000605	OG0000494	n0	WP_117779374.1	WP_152062699.1	WP_102338275.1		
N2.HOG0000606	OG0000495	n0	WP_117786324.1	WP_152062945.1	WP_102337287.1		
N2.HOG0000607	OG0000496	n0	WP_117786522.1	WP_152063008.1	WP_102337364.1		
N2.HOG0000608	OG0000497	n0	WP_117790368.1	WP_006722492.1	WP_102337538.1		
N2.HOG0000609	OG0000498	n0	WP_117798188.1	WP_039910217.1	WP_102337571.1		
N2.HOG0000610	OG0000499	n0	WP_117799806.1	WP_152063843.1	WP_102338282.1		
N2.HOG0000611	OG0000500	n0	WP_117800340.1	WP_152062793.1	WP_102338248.1		
N2.HOG0000612	OG0000501	n0	WP_117800446.1	WP_039910310.1	WP_102337691.1		
N2.HOG0000613	OG0000502	n0	WP_117800809.1	WP_152063504.1	WP_102338156.1		
N2.HOG0000614	OG0000503	n0	WP_117803619.1	WP_152063812.1	WP_102338567.1		
N2.HOG0000615	OG0000504	n0	WP_117806506.1	WP_152062941.1	WP_102337645.1		
N2.HOG0000616	OG0000505	n0	WP_117817160.1	WP_152062887.1	WP_102337750.1		
N2.HOG0000617	OG0000506	n0	WP_117817796.1	WP_118103710.1	WP_102337320.1		
N2.HOG0000618	OG0000507	n0	WP_117820562.1	WP_152063172.1	WP_102337477.1		
N2.HOG0000619	OG0000508	n0	WP_117839678.1	WP_006723013.1	WP_102337769.1		
N2.HOG0000620	OG0000509	n0	WP_124786603.1, WP_241154585.1, WP_117839927.1	WP_118272243.1	WP_102338247.1		
N2.HOG0000621	OG0000510	n0	WP_117839940.1	WP_152062697.1	WP_102338285.1		
N2.HOG0000622	OG0000511	n0	WP_117839953.1				
N2.HOG0000623	OG0000512	n0	WP_117839958.1	WP_006723782.1	WP_102338014.1		
N2.HOG0000624	OG0000513	n0	WP_117840013.1	WP_152063687.1	WP_102337793.1		
N2.HOG0000625	OG0000514	n0	WP_117840019.1	WP_152063768.1	WP_102338343.1		
N2.HOG0000626	OG0000515	n0	WP_117840158.1	WP_152062863.1	WP_102338457.1		
N2.HOG0000627	OG0000516	n0	WP_117840163.1				
N2.HOG0000628	OG0000517	n0	WP_117840306.1	WP_152063192.1	WP_102337498.1		
N2.HOG0000629	OG0000518	n0	WP_117840346.1	WP_152062766.1	WP_102338045.1		
N2.HOG0000630	OG0000519	n0	WP_117840348.1	WP_152062765.1	WP_102338046.1		
N2.HOG0000631	OG0000520	n0	WP_117840453.1	WP_152062737.1	WP_102338263.1		
N2.HOG0000632	OG0000521	n0	WP_117843120.1	WP_152063831.1	WP_102337229.1		
N2.HOG0000633	OG0000522	n0	WP_118079381.1	WP_006723049.1	WP_102338401.1		
N2.HOG0000634	OG0000523	n0	WP_118081984.1	WP_152063525.1	WP_102338267.1		
N2.HOG0000635	OG0000524	n0	WP_118094275.1	WP_152063194.1	WP_102337500.1		
N2.HOG0000636	OG0000525	n0	WP_118225837.1	WP_152063247.1	WP_102337532.1		
N2.HOG0000637	OG0000526	n0	WP_124786116.1, WP_118256809.1, WP_124786584.1	WP_226803320.1	WP_234346312.1		
N2.HOG0000638	OG0000527	n0	WP_118377125.1	WP_226803276.1	WP_102337240.1		
N2.HOG0000639	OG0000528	n0	WP_118387804.1	WP_152063065.1	WP_102337409.1		
N2.HOG0000640	OG0000529	n0	WP_118935108.1	WP_118271424.1	WP_102337267.1		
N2.HOG0000641	OG0000530	n0	WP_124785704.1	WP_006723493.1	WP_102338142.1		
N2.HOG0000642	OG0000531	n0	WP_124785706.1	WP_152063444.1	WP_102338146.1		
N2.HOG0000643	OG0000532	n0	WP_124785708.1	WP_152062749.1	WP_102338062.1		
N2.HOG0000644	OG0000533	n0	WP_124786723.1, WP_124785924.1, WP_124785711.1, WP_164473263.1, WP_124785922.1				
N2.HOG0000645	OG0000534	n0	WP_124785714.1	WP_152063468.1	WP_102338107.1		
N2.HOG0000646	OG0000535	n0	WP_124785715.1	WP_152063469.1	WP_102338106.1		
N2.HOG0000647	OG0000536	n0	WP_124785721.1	WP_152063479.1	WP_102338094.1		
N2.HOG0000648	OG0000537	n0	WP_124785723.1	WP_152063481.1	WP_234346269.1		
N2.HOG0000649	OG0000538	n0	WP_124785751.1	WP_152062696.1	WP_102338286.1		
N2.HOG0000650	OG0000539	n0	WP_124785752.1	WP_152062695.1	WP_102338287.1		
N2.HOG0000651	OG0000540	n0	WP_124785755.1	WP_152062694.1	WP_102338277.1		
N2.HOG0000652	OG0000541	n0	WP_124785758.1	WP_152062834.1	WP_102338015.1		
N2.HOG0000653	OG0000542	n0	WP_124785768.1	WP_152063503.1	WP_102338155.1		
N2.HOG0000654	OG0000543	n0	WP_124785783.1	WP_152063514.1	WP_102338200.1		
N2.HOG0000655	OG0000544	n0	WP_124785791.1	WP_152062731.1	WP_102338203.1		
N2.HOG0000656	OG0000545	n0	WP_124785793.1	WP_152063540.1	WP_102338270.1		
N2.HOG0000657	OG0000546	n0	WP_124785795.1	WP_152063541.1	WP_102338272.1		
N2.HOG0000658	OG0000547	n0	WP_124785797.1	WP_152063545.1	WP_102338033.1		
N2.HOG0000659	OG0000548	n0	WP_124785799.1	WP_152062950.1	WP_102337289.1		
N2.HOG0000660	OG0000549	n0	WP_124785801.1	WP_006723310.1	WP_102338030.1		
N2.HOG0000661	OG0000550	n0	WP_124785803.1	WP_152063549.1	WP_102338029.1		
N2.HOG0000662	OG0000551	n0	WP_124785808.1	WP_226803326.1	WP_102337921.1		
N2.HOG0000663	OG0000552	n0	WP_124785823.1	WP_152063577.1	WP_102337992.1		
N2.HOG0000664	OG0000553	n0	WP_124785825.1	WP_152063579.1	WP_234346246.1		
N2.HOG0000665	OG0000554	n0	WP_124785832.1	WP_152063582.1	WP_102337989.1		
N2.HOG0000666	OG0000555	n0	WP_124785844.1	WP_152063810.1	WP_102338620.1		
N2.HOG0000667	OG0000556	n0	WP_124785846.1	WP_118271848.1	WP_102338297.1		
N2.HOG0000668	OG0000557	n0	WP_124785847.1	WP_152063809.1	WP_102338298.1		
N2.HOG0000669	OG0000558	n0	WP_124785849.1	WP_152063808.1	WP_102338299.1		
N2.HOG0000670	OG0000559	n0	WP_124785851.1	WP_006723866.1	WP_102338036.1		
N2.HOG0000671	OG0000560	n0	WP_124785853.1	WP_152062721.1	WP_102338224.1		
N2.HOG0000672	OG0000561	n0	WP_124785860.1	WP_152063800.1	WP_102337961.1		
N2.HOG0000673	OG0000562	n0	WP_124785870.1	WP_152063607.1	WP_102337919.1		
N2.HOG0000674	OG0000563	n0	WP_124785882.1	WP_152063609.1	WP_102337917.1		
N2.HOG0000675	OG0000564	n1	WP_231500820.1				
N2.HOG0000676	OG0000564	n2	WP_124785894.1	WP_152063489.1			
N2.HOG0000677	OG0000565	n0	WP_124785902.1	WP_152063615.1	WP_102338339.1		
N2.HOG0000678	OG0000566	n0	WP_124785906.1	WP_152063616.1	WP_102337890.1		
N2.HOG0000679	OG0000567	n0	WP_124785908.1	WP_193221213.1	WP_102337889.1		
N2.HOG0000680	OG0000568	n0	WP_124785926.1	WP_152063667.1	WP_102337882.1		
N2.HOG0000681	OG0000569	n0	WP_124785928.1	WP_152063668.1	WP_102337881.1		
N2.HOG0000682	OG0000570	n1	WP_124785930.1				
N2.HOG0000683	OG0000570	n2	WP_164473329.1				
N2.HOG0000684	OG0000571	n1	WP_158549076.1	WP_193221198.1			
N2.HOG0000685	OG0000571	n2	WP_124785942.1	WP_152063672.1	WP_102338365.1		
N2.HOG0000686	OG0000572	n0	WP_124785946.1	WP_152063674.1	WP_102338369.1		
N2.HOG0000687	OG0000573	n0	WP_124785951.1	WP_152063675.1	WP_102338370.1		
N2.HOG0000688	OG0000574	n0	WP_124785962.1	WP_152063652.1	WP_102337869.1		
N2.HOG0000689	OG0000575	n0	WP_124785967.1	WP_152063621.1	WP_102338552.1		
N2.HOG0000690	OG0000576	n0	WP_124785976.1	WP_152063691.1	WP_102338413.1		
N2.HOG0000691	OG0000577	n0	WP_124785977.1	WP_152063692.1	WP_234346329.1		
N2.HOG0000692	OG0000578	n0	WP_124785982.1	WP_226803337.1			
N2.HOG0000693	OG0000579	n0	WP_124785987.1	WP_006723075.1	WP_102338437.1		
N2.HOG0000694	OG0000580	n0	WP_124785995.1				
N2.HOG0000695	OG0000581	n0	WP_124786007.1, WP_124786280.1				
N2.HOG0000696	OG0000582	n0	WP_124786012.1	WP_006723031.1	WP_102337779.1		
N2.HOG0000697	OG0000583	n0	WP_124786014.1	WP_152062877.1	WP_102337768.1		
N2.HOG0000698	OG0000584	n0	WP_124786017.1	WP_118272059.1	WP_102338292.1		
N2.HOG0000699	OG0000585	n0	WP_124786019.1	WP_118102768.1	WP_102337755.1		
N2.HOG0000700	OG0000586	n0	WP_124786027.1	WP_152062905.1	WP_102337399.1		
N2.HOG0000701	OG0000587	n0	WP_124786029.1	WP_152062907.1	WP_102337683.1		
N2.HOG0000702	OG0000588	n0	WP_158548887.1, WP_241154617.1, WP_124786032.1	WP_152063521.1	WP_102337900.1		
N2.HOG0000703	OG0000589	n0	WP_124786046.1	WP_152063390.1	WP_102337262.1		
N2.HOG0000704	OG0000590	n0	WP_124786047.1	WP_152063389.1	WP_102337805.1		
N2.HOG0000705	OG0000591	n0	WP_124786048.1	WP_226803270.1	WP_159060010.1		
N2.HOG0000706	OG0000592	n0	WP_124786049.1	WP_152063385.1	WP_102337266.1		
N2.HOG0000707	OG0000593	n0	WP_124786061.1	WP_152063378.1	WP_102337274.1		
N2.HOG0000708	OG0000594	n0	WP_124786062.1	WP_152063376.1	WP_102337276.1		
N2.HOG0000709	OG0000595	n0	WP_124786066.1	WP_152063373.1	WP_102337279.1		
N2.HOG0000710	OG0000596	n0	WP_124786067.1	WP_152063371.1	WP_102337281.1		
N2.HOG0000711	OG0000597	n0	WP_124786074.1	WP_152063350.1	WP_102337312.1		
N2.HOG0000712	OG0000598	n0	WP_124786080.1	WP_152062902.1	WP_102337690.1		
N2.HOG0000713	OG0000599	n0	WP_124786090.1	WP_152063313.1	WP_102337644.1		
N2.HOG0000714	OG0000600	n0	WP_124786091.1, WP_241154580.1	WP_118271333.1	WP_102337643.1		
N2.HOG0000715	OG0000601	n0	WP_124786092.1	WP_152062980.1	WP_102337328.1		
N2.HOG0000716	OG0000602	n0	WP_124786097.1	WP_118271544.1	WP_102337333.1		
N2.HOG0000717	OG0000603	n0	WP_124786101.1	WP_152063002.1	WP_102337344.1		
N2.HOG0000718	OG0000604	n0	WP_124786113.1, WP_124786112.1		WP_102337353.1		
N2.HOG0000719	OG0000605	n0	WP_124786114.1	WP_152063010.1	WP_159060015.1		
N2.HOG0000720	OG0000606	n0	WP_124786123.1	WP_152063197.1	WP_102337504.1		
N2.HOG0000721	OG0000607	n0	WP_124786126.1	WP_152063195.1	WP_102337501.1		
N2.HOG0000722	OG0000608	n0	WP_124786127.1	WP_152063193.1	WP_102337499.1		
N2.HOG0000723	OG0000609	n0	WP_124786129.1	WP_152063189.1	WP_102337494.1		
N2.HOG0000724	OG0000610	n0	WP_124786130.1	WP_152063184.1	WP_102337490.1		
N2.HOG0000725	OG0000611	n0	WP_124786131.1	WP_152063183.1	WP_199824822.1		
N2.HOG0000726	OG0000612	n0	WP_124786132.1	WP_152063182.1	WP_102337489.1		
N2.HOG0000727	OG0000613	n0	WP_124786135.1	WP_152063177.1	WP_102337484.1		
N2.HOG0000728	OG0000614	n0	WP_124786136.1	WP_152063175.1	WP_102337483.1		
N2.HOG0000729	OG0000615	n0	WP_124786138.1	WP_152063171.1	WP_102337476.1		
N2.HOG0000730	OG0000616	n0	WP_124786139.1	WP_152063170.1	WP_102337475.1		
N2.HOG0000731	OG0000617	n0	WP_124786140.1	WP_193221187.1	WP_102337474.1		
N2.HOG0000732	OG0000618	n0	WP_124786141.1	WP_152063073.1	WP_102337421.1		
N2.HOG0000733	OG0000619	n0	WP_124786142.1	WP_152063074.1	WP_102338506.1		
N2.HOG0000734	OG0000620	n0	WP_124786144.1	WP_226803220.1	WP_102337432.1		
N2.HOG0000735	OG0000621	n0	WP_124786145.1	WP_152063139.1	WP_102337433.1		
N2.HOG0000736	OG0000622	n0	WP_124786148.1	WP_152063261.1	WP_102337556.1		
N2.HOG0000737	OG0000623	n0	WP_124786149.1	WP_152063260.1	WP_102337552.1		
N2.HOG0000738	OG0000624	n0	WP_124786150.1	WP_226803236.1	WP_102337551.1		
N2.HOG0000739	OG0000625	n0	WP_124786151.1	WP_152063258.1	WP_159060022.1		
N2.HOG0000740	OG0000626	n0	WP_124786152.1	WP_152063257.1	WP_102337549.1		
N2.HOG0000741	OG0000627	n0	WP_124786153.1	WP_193221171.1	WP_234346169.1		
N2.HOG0000742	OG0000628	n0	WP_124786154.1	WP_226803230.1	WP_102337514.1		
N2.HOG0000743	OG0000629	n0	WP_124786155.1	WP_152063237.1	WP_102338520.1		
N2.HOG0000744	OG0000630	n0	WP_124786156.1	WP_152063236.1	WP_102337512.1		
N2.HOG0000745	OG0000631	n0	WP_124786157.1	WP_152063231.1	WP_102337507.1		
N2.HOG0000746	OG0000632	n0	WP_124786158.1	WP_152063164.1	WP_102337470.1		
N2.HOG0000747	OG0000633	n0	WP_124786161.1	WP_226803222.1	WP_102337454.1		
N2.HOG0000748	OG0000634	n0	WP_124786165.1	WP_152063148.1	WP_199824821.1		
N2.HOG0000749	OG0000635	n0	WP_124786166.1	WP_152063147.1	WP_102337439.1		
N2.HOG0000750	OG0000636	n0	WP_124786168.1	WP_152063144.1	WP_102337436.1		
N2.HOG0000751	OG0000637	n0	WP_124786169.1	WP_152063143.1	WP_102337434.1		
N2.HOG0000752	OG0000638	n0	WP_124786196.1	WP_193221155.1	WP_102337390.1		
N2.HOG0000753	OG0000639	n0	WP_124786197.1	WP_152063049.1	WP_102337389.1		
N2.HOG0000754	OG0000640	n0	WP_124786199.1	WP_152063044.1	WP_102337386.1		
N2.HOG0000755	OG0000641	n0	WP_124786200.1	WP_006722760.1	WP_102337387.1		
N2.HOG0000756	OG0000642	n0	WP_124786201.1	WP_152063043.1	WP_102337385.1		
N2.HOG0000757	OG0000643	n0	WP_124786213.1	WP_226803210.1	WP_102337376.1		
N2.HOG0000758	OG0000644	n0	WP_124786216.1	WP_152063241.1	WP_102337517.1		
N2.HOG0000759	OG0000645	n0	WP_124786217.1	WP_006722507.1	WP_102337520.1		
N2.HOG0000760	OG0000646	n0	WP_124786218.1	WP_006722502.1	WP_102337528.1		
N2.HOG0000761	OG0000647	n0	WP_124786220.1	WP_118271260.1	WP_102337533.1		
N2.HOG0000762	OG0000648	n0	WP_124786222.1	WP_006722489.1	WP_102337541.1		
N2.HOG0000763	OG0000649	n0	WP_124786232.1	WP_152063067.1	WP_102337412.1		
N2.HOG0000764	OG0000650	n0	WP_124786233.1	WP_152063066.1	WP_234346138.1		
N2.HOG0000765	OG0000651	n0	WP_124786234.1	WP_006722723.1	WP_102337407.1		
N2.HOG0000766	OG0000652	n0	WP_124786236.1	WP_152063064.1	WP_102337404.1		
N2.HOG0000767	OG0000653	n0	WP_124786237.1	WP_152063063.1	WP_102337403.1		
N2.HOG0000768	OG0000654	n0	WP_124786238.1	WP_152063062.1	WP_102337402.1		
N2.HOG0000769	OG0000655	n0	WP_124786239.1	WP_152063266.1	WP_102337561.1		
N2.HOG0000770	OG0000656	n0	WP_124786240.1	WP_152063268.1	WP_102337562.1		
N2.HOG0000771	OG0000657	n0	WP_124786241.1	WP_118271286.1	WP_102337565.1		
N2.HOG0000772	OG0000658	n0	WP_124786242.1	WP_118103499.1	WP_102337567.1		
N2.HOG0000773	OG0000659	n0	WP_124786243.1	WP_152063270.1	WP_102337568.1		
N2.HOG0000774	OG0000660	n0	WP_124786277.1	WP_152063276.1	WP_102338528.1		
N2.HOG0000775	OG0000661	n0	WP_124786278.1	WP_152063278.1	WP_102337573.1		
N2.HOG0000776	OG0000662	n0	WP_124786282.1	WP_006722433.1	WP_102337586.1		
N2.HOG0000777	OG0000663	n0	WP_124786287.1	WP_226803242.1	WP_234346178.1		
N2.HOG0000778	OG0000664	n0	WP_124786297.1	WP_152063560.1	WP_102338565.1		
N2.HOG0000779	OG0000665	n0	WP_124786305.1	WP_226803246.1	WP_102337589.1		
N2.HOG0000780	OG0000666	n0	WP_124786314.1	WP_152063357.1	WP_102337304.1		
N2.HOG0000781	OG0000667	n0	WP_124786315.1	WP_152063358.1	WP_102337303.1		
N2.HOG0000782	OG0000668	n0	WP_124786316.1	WP_152063360.1	WP_102337302.1		
N2.HOG0000783	OG0000669	n0	WP_124786321.1	WP_152063291.1	WP_102337605.1		
N2.HOG0000784	OG0000670	n0	WP_124786322.1	WP_152063292.1	WP_102337606.1		
N2.HOG0000785	OG0000671	n0	WP_124786324.1	WP_152063293.1	WP_102337612.1		
N2.HOG0000786	OG0000672	n0	WP_124786326.1	WP_152063306.1	WP_102337630.1		
N2.HOG0000787	OG0000673	n0	WP_124786327.1	WP_006722384.1	WP_102337637.1		
N2.HOG0000788	OG0000674	n0	WP_124786331.1	WP_152062973.1	WP_102337324.1		
N2.HOG0000789	OG0000675	n0	WP_124786333.1	WP_152063361.1	WP_102337321.1		
N2.HOG0000790	OG0000676	n0	WP_124786337.1	WP_152063366.1	WP_102337313.1		
N2.HOG0000791	OG0000677	n0	WP_124786338.1	WP_152062940.1	WP_102337646.1		
N2.HOG0000792	OG0000678	n0	WP_124786341.1	WP_152062939.1	WP_102337647.1		
N2.HOG0000793	OG0000679	n0	WP_124786343.1	WP_152062937.1	WP_102337649.1		
N2.HOG0000794	OG0000680	n0	WP_124786347.1	WP_152063738.1	WP_102338433.1		
N2.HOG0000795	OG0000681	n0	WP_124786354.1	WP_152062966.1	WP_234346188.1		
N2.HOG0000796	OG0000682	n0	WP_124786361.1	WP_152062929.1	WP_159060026.1		
N2.HOG0000797	OG0000683	n0	WP_124786371.1	WP_152062927.1	WP_102337664.1		
N2.HOG0000798	OG0000684	n0	WP_124786373.1	WP_152062926.1	WP_102337665.1		
N2.HOG0000799	OG0000685	n0	WP_124786374.1	WP_152063409.1	WP_102338537.1		
N2.HOG0000800	OG0000686	n0	WP_124786389.1	WP_152062830.1	WP_102337249.1		
N2.HOG0000801	OG0000687	n0	WP_124786390.1	WP_152062822.1	WP_102337248.1		
N2.HOG0000802	OG0000688	n0	WP_124786392.1	WP_152062816.1, WP_193221132.1	WP_102337711.1, WP_102337706.1		
N2.HOG0000803	OG0000689	n0	WP_124786393.1	WP_006723632.1	WP_102337730.1		
N2.HOG0000804	OG0000690	n0	WP_124786406.1				
N2.HOG0000805	OG0000691	n0	WP_124786409.1	WP_006722661.1	WP_102337455.1		
N2.HOG0000806	OG0000692	n0	WP_124786413.1	WP_152063341.1			
N2.HOG0000807	OG0000693	n0	WP_124786444.1, WP_124786424.1	WP_152062862.1	WP_102338458.1		
N2.HOG0000808	OG0000694	n0	WP_124786427.1	WP_152063374.1	WP_102337278.1		
N2.HOG0000809	OG0000695	n0	WP_124786429.1	WP_152063771.1	WP_234346323.1		
N2.HOG0000810	OG0000696	n0	WP_124786437.1	WP_152063777.1	WP_102338372.1		
N2.HOG0000811	OG0000697	n0	WP_124786453.1	WP_152062868.1	WP_102338459.1		
N2.HOG0000812	OG0000698	n0	WP_124786463.1		WP_102338180.1, WP_102338411.1		
N2.HOG0000813	OG0000699	n0	WP_124786477.1	WP_006723943.1	WP_102338344.1		
N2.HOG0000814	OG0000700	n0	WP_124786478.1	WP_152063238.1	WP_102337513.1		
N2.HOG0000815	OG0000701	n0	WP_124786487.1	WP_152063823.1	WP_102337910.1		
N2.HOG0000816	OG0000702	n0	WP_197032147.1, WP_124786494.1		WP_102337592.1		
N2.HOG0000817	OG0000703	n0	WP_124786500.1		WP_234346346.1, WP_102337904.1		
N2.HOG0000818	OG0000704	n0	WP_124786517.1				
N2.HOG0000819	OG0000705	n0	WP_124786523.1		WP_102337962.1, WP_102338186.1		
N2.HOG0000820	OG0000706	n0	WP_124786546.1	WP_118104373.1	WP_102337952.1		
N2.HOG0000821	OG0000707	n0	WP_124786549.1	WP_152063793.1	WP_102337957.1		
N2.HOG0000822	OG0000708	n0	WP_124786553.1	WP_152063559.1	WP_234346231.1		
N2.HOG0000823	OG0000709	n0	WP_124786554.1	WP_152062842.1	WP_102338279.1		
N2.HOG0000824	OG0000710	n0	WP_124786558.1	WP_152063537.1	WP_234346316.1		
N2.HOG0000825	OG0000711	n0	WP_124786559.1	WP_152063533.1	WP_102338294.1		
N2.HOG0000826	OG0000712	n0	WP_124786560.1	WP_152063532.1	WP_102338293.1		
N2.HOG0000827	OG0000713	n0	WP_124786600.1	WP_152062784.1	WP_102338256.1		
N2.HOG0000828	OG0000714	n0	WP_124786601.1	WP_152062783.1	WP_102338253.1		
N2.HOG0000829	OG0000715	n0	WP_124786607.1	WP_152062774.1	WP_102338043.1		
N2.HOG0000830	OG0000716	n0	WP_124786614.1	WP_226803309.1	WP_108722517.1		
N2.HOG0000831	OG0000717	n0	WP_124786620.1	WP_152063490.1	WP_102338119.1		
N2.HOG0000832	OG0000718	n0	WP_124786622.1	WP_152062705.1	WP_234346371.1		
N2.HOG0000833	OG0000719	n0	WP_124786629.1	WP_152063496.1	WP_102338149.1		
N2.HOG0000834	OG0000720	n0	WP_124786643.1	WP_152062720.1	WP_102338225.1		
N2.HOG0000835	OG0000721	n0	WP_124786645.1	WP_226803159.1	WP_199824851.1		
N2.HOG0000836	OG0000722	n0	WP_124786646.1	WP_152062723.1	WP_102338215.1		
N2.HOG0000837	OG0000723	n0	WP_124786655.1	WP_226803164.1	WP_102338057.1		
N2.HOG0000838	OG0000724	n0	WP_124786656.1	WP_118272274.1	WP_102338058.1		
N2.HOG0000839	OG0000725	n0	WP_124786657.1	WP_152062753.1	WP_102338060.1		
N2.HOG0000840	OG0000726	n0	WP_124786658.1	WP_152062752.1	WP_102338061.1		
N2.HOG0000841	OG0000727	n0	WP_124786666.1	WP_152063457.1	WP_159060066.1		
N2.HOG0000842	OG0000728	n0	WP_124786667.1	WP_152063456.1	WP_102338129.1		
N2.HOG0000843	OG0000729	n0	WP_124786668.1	WP_226803301.1	WP_234346281.1		
N2.HOG0000844	OG0000730	n0	WP_124786669.1	WP_152063455.1	WP_102338130.1		
N2.HOG0000845	OG0000731	n0	WP_124786671.1	WP_152063451.1	WP_102338136.1		
N2.HOG0000846	OG0000732	n0	WP_124786679.1	WP_152063817.1	WP_199824840.1		
N2.HOG0000847	OG0000733	n0	WP_124786697.1	WP_152062991.1	WP_102338494.1		
N2.HOG0000848	OG0000734	n0	WP_124786701.1	WP_152063075.1	WP_234346147.1		
N2.HOG0000849	OG0000735	n0	WP_124786703.1	WP_152063263.1	WP_102338524.1		
N2.HOG0000850	OG0000736	n0	WP_124786720.1	WP_152063365.1	WP_102337314.1		
N2.HOG0000851	OG0000737	n0	WP_158551940.1	WP_226803313.1	WP_102338161.1		
N2.HOG0000852	OG0000738	n0	WP_158564553.1	WP_152062838.1	WP_102337999.1		
N2.HOG0000853	OG0000739	n0	WP_158564979.1		WP_102337357.1		
N2.HOG0000854	OG0000740	n0	WP_158571639.1	WP_193221227.1	WP_102337958.1		
N2.HOG0000855	OG0000741	n0	WP_164473271.1	WP_006723778.1	WP_159060052.1		
N2.HOG0000856	OG0000742	n0	WP_164473302.1	WP_152063042.1	WP_102337384.1		
N2.HOG0000857	OG0000743	n0	WP_164473304.1	WP_152063250.1	WP_102337537.1		
N2.HOG0000858	OG0000744	n0	WP_164473312.1	WP_193221223.1	WP_102338434.1		
N2.HOG0000859	OG0000745	n0	WP_164473316.1	WP_152062884.1	WP_102337751.1		
N2.HOG0000860	OG0000746	n0	WP_164473333.1	WP_152063788.1	WP_159060049.1		
N2.HOG0000861	OG0000747	n0	WP_164473351.1	WP_193221232.1	WP_234346377.1		
N2.HOG0000862	OG0000748	n0	WP_171021534.1	WP_006722632.1	WP_102337481.1		
N2.HOG0000863	OG0000749	n0	WP_171021546.1	WP_006723039.1	WP_102337787.1		
N2.HOG0000864	OG0000750	n0	WP_187361832.1	WP_182281915.1	WP_199824819.1		
N2.HOG0000865	OG0000751	n0	WP_192934494.1	WP_006723559.1	WP_199824843.1		
N2.HOG0000866	OG0000752	n0	WP_192934514.1	WP_006722667.1	WP_102337450.1		
N2.HOG0000867	OG0000753	n0	WP_192934533.1	WP_226803316.1	WP_199824852.1		
N2.HOG0000868	OG0000754	n0	WP_195644174.1	WP_193221134.1	WP_199824863.1		
N2.HOG0000869	OG0000755	n0	WP_197032141.1	WP_182282119.1	WP_199824880.1		
N2.HOG0000870	OG0000756	n0	WP_197032236.1	WP_193221120.1	WP_199824856.1		
N2.HOG0000871	OG0000757	n0	WP_197032771.1	WP_152063232.1	WP_102337508.1		
N2.HOG0000872	OG0000758	n0	WP_206428082.1	WP_006722416.1	WP_102337604.1		
N2.HOG0000873	OG0000759	n0	WP_206428097.1	WP_193221127.1	WP_199824850.1		
N2.HOG0000874	OG0000760	n0	WP_206428098.1	WP_118272229.1	WP_102338132.1		
N2.HOG0000875	OG0000761	n0	WP_206428099.1	WP_152063448.1	WP_102338141.1		
N2.HOG0000876	OG0000762	n0	WP_206428100.1	WP_152063470.1	WP_102338105.1		
N2.HOG0000877	OG0000763	n0	WP_206428110.1	WP_226803341.1	WP_234346287.1		
N2.HOG0000878	OG0000764	n0	WP_206428119.1	WP_193221147.1	WP_102337345.1		
N2.HOG0000879	OG0000765	n0	WP_206428120.1	WP_152063180.1	WP_102337486.1		
N2.HOG0000880	OG0000766	n0	WP_206428129.1	WP_152063178.1	WP_234346168.1		
N2.HOG0000881	OG0000767	n0	WP_206428131.1	WP_152063146.1	WP_234346356.1		
N2.HOG0000882	OG0000768	n0	WP_226790441.1	WP_152063816.1	WP_234346241.1		
N2.HOG0000883	OG0000769	n0	WP_231500751.1	WP_006722646.1	WP_102337469.1		
N2.HOG0000884	OG0000770	n0	WP_231500808.1	WP_226803232.1	WP_234346172.1		
N2.HOG0000885	OG0000771	n0	WP_231500813.1	WP_152063188.1	WP_199824823.1		
